,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year,genre
6,0.281,0.779,7,-5.104,1,0.0514,0.0437,0.0,0.37,0.344,167.172,audio_features,08kTO4EW0jb07zNsCNM83w,spotify:track:08kTO4EW0jb07zNsCNM83w,https://api.spotify.com/v1/tracks/08kTO4EW0jb07zNsCNM83w,https://api.spotify.com/v1/audio-analysis/08kTO4EW0jb07zNsCNM83w,239173,4,2004,acoustic
7,0.545,0.582,8,-7.377,1,0.0368,0.142,0.0,0.144,0.536,147.082,audio_features,4bgCdwNpbU3sCJ3mupBW8S,spotify:track:4bgCdwNpbU3sCJ3mupBW8S,https://api.spotify.com/v1/tracks/4bgCdwNpbU3sCJ3mupBW8S,https://api.spotify.com/v1/audio-analysis/4bgCdwNpbU3sCJ3mupBW8S,244333,4,2004,acoustic
8,0.629,0.673,6,-4.379,1,0.0262,0.294,0.0109,0.139,0.419,114.243,audio_features,2a0WwSvmFdXPTdDMilPA1y,spotify:track:2a0WwSvmFdXPTdDMilPA1y,https://api.spotify.com/v1/tracks/2a0WwSvmFdXPTdDMilPA1y,https://api.spotify.com/v1/audio-analysis/2a0WwSvmFdXPTdDMilPA1y,195213,4,2004,acoustic
9,0.461,0.418,0,-7.076,1,0.0444,0.596,1.5e-06,0.973,0.338,80.773,audio_features,7eG1BnCa7VYmbNM5uMuCRN,spotify:track:7eG1BnCa7VYmbNM5uMuCRN,https://api.spotify.com/v1/tracks/7eG1BnCa7VYmbNM5uMuCRN,https://api.spotify.com/v1/audio-analysis/7eG1BnCa7VYmbNM5uMuCRN,274013,4,2004,acoustic
10,0.465,0.303,7,-8.793,1,0.04,0.708,2e-06,0.981,0.337,143.933,audio_features,1RF3WJxRgx1Xt6vhamUIo6,spotify:track:1RF3WJxRgx1Xt6vhamUIo6,https://api.spotify.com/v1/tracks/1RF3WJxRgx1Xt6vhamUIo6,https://api.spotify.com/v1/audio-analysis/1RF3WJxRgx1Xt6vhamUIo6,393987,4,2004,acoustic
11,0.484,0.186,0,-14.75,1,0.0352,0.292,3.75e-06,0.316,0.193,116.871,audio_features,3V4GBwxo5UjAAjXbYES3x1,spotify:track:3V4GBwxo5UjAAjXbYES3x1,https://api.spotify.com/v1/tracks/3V4GBwxo5UjAAjXbYES3x1,https://api.spotify.com/v1/audio-analysis/3V4GBwxo5UjAAjXbYES3x1,276507,4,2004,acoustic
12,0.628,0.804,11,-5.55,0,0.128,0.0918,1.17e-06,0.393,0.795,82.288,audio_features,1XhzO8cuPaqsqUKw92Wbwc,spotify:track:1XhzO8cuPaqsqUKw92Wbwc,https://api.spotify.com/v1/tracks/1XhzO8cuPaqsqUKw92Wbwc,https://api.spotify.com/v1/audio-analysis/1XhzO8cuPaqsqUKw92Wbwc,303027,4,2004,acoustic
13,0.428,0.985,4,-2.231,1,0.0581,0.0001,0.0,0.275,0.626,99.967,audio_features,0v7zvN72z2XGANTHmX064E,spotify:track:0v7zvN72z2XGANTHmX064E,https://api.spotify.com/v1/tracks/0v7zvN72z2XGANTHmX064E,https://api.spotify.com/v1/audio-analysis/0v7zvN72z2XGANTHmX064E,102787,4,2004,acoustic
14,0.404,0.95,0,-2.553,1,0.0471,0.00049,0.0,0.0776,0.581,101.531,audio_features,2vC2YrdJBPUxYXqZSXHFAg,spotify:track:2vC2YrdJBPUxYXqZSXHFAg,https://api.spotify.com/v1/tracks/2vC2YrdJBPUxYXqZSXHFAg,https://api.spotify.com/v1/audio-analysis/2vC2YrdJBPUxYXqZSXHFAg,120760,4,2004,acoustic
15,0.525,0.329,1,-8.806,1,0.0279,0.754,0.0106,0.156,0.0786,98.065,audio_features,4J2xcnSe8XXPbSzeqnK0aw,spotify:track:4J2xcnSe8XXPbSzeqnK0aw,https://api.spotify.com/v1/tracks/4J2xcnSe8XXPbSzeqnK0aw,https://api.spotify.com/v1/audio-analysis/4J2xcnSe8XXPbSzeqnK0aw,292773,4,2004,acoustic
16,0.503,0.109,6,-16.028,0,0.0329,0.701,0.000256,0.106,0.298,168.215,audio_features,3qI18UF3mDDjHdV7fPV9XK,spotify:track:3qI18UF3mDDjHdV7fPV9XK,https://api.spotify.com/v1/tracks/3qI18UF3mDDjHdV7fPV9XK,https://api.spotify.com/v1/audio-analysis/3qI18UF3mDDjHdV7fPV9XK,228533,4,2004,acoustic
17,0.345,0.9,0,-2.743,1,0.0329,0.0253,1.8e-05,0.0735,0.475,164.373,audio_features,67nD6Cd1IZwnj9TsDLly6o,spotify:track:67nD6Cd1IZwnj9TsDLly6o,https://api.spotify.com/v1/tracks/67nD6Cd1IZwnj9TsDLly6o,https://api.spotify.com/v1/audio-analysis/67nD6Cd1IZwnj9TsDLly6o,273147,4,2004,acoustic
18,0.332,0.715,8,-6.779,1,0.0366,0.0191,0.0033,0.131,0.461,116.892,audio_features,3OXX5hy8YPQP9QYgzqaY2f,spotify:track:3OXX5hy8YPQP9QYgzqaY2f,https://api.spotify.com/v1/tracks/3OXX5hy8YPQP9QYgzqaY2f,https://api.spotify.com/v1/audio-analysis/3OXX5hy8YPQP9QYgzqaY2f,168533,4,2004,acoustic
19,0.634,0.412,3,-7.989,1,0.0312,0.307,4.92e-05,0.0667,0.419,119.987,audio_features,4HJpiZzOYIdf002T4PfMSS,spotify:track:4HJpiZzOYIdf002T4PfMSS,https://api.spotify.com/v1/tracks/4HJpiZzOYIdf002T4PfMSS,https://api.spotify.com/v1/audio-analysis/4HJpiZzOYIdf002T4PfMSS,252333,3,2004,acoustic
20,0.355,0.0691,4,-22.157,0,0.0311,0.816,0.303,0.112,0.113,96.111,audio_features,2X5S5NV8Bj4WNTCnur6Ylt,spotify:track:2X5S5NV8Bj4WNTCnur6Ylt,https://api.spotify.com/v1/tracks/2X5S5NV8Bj4WNTCnur6Ylt,https://api.spotify.com/v1/audio-analysis/2X5S5NV8Bj4WNTCnur6Ylt,196453,3,2004,acoustic
21,0.328,0.732,4,-5.767,1,0.0394,0.212,0.0013,0.256,0.502,153.972,audio_features,5xs5pxbcSGqpZNRNfbUrxI,spotify:track:5xs5pxbcSGqpZNRNfbUrxI,https://api.spotify.com/v1/tracks/5xs5pxbcSGqpZNRNfbUrxI,https://api.spotify.com/v1/audio-analysis/5xs5pxbcSGqpZNRNfbUrxI,370373,4,2004,acoustic
22,0.52,0.113,0,-14.894,1,0.0417,0.893,0.0,0.11,0.202,99.539,audio_features,3ESjXFvI5GUNFoCCg30u5s,spotify:track:3ESjXFvI5GUNFoCCg30u5s,https://api.spotify.com/v1/tracks/3ESjXFvI5GUNFoCCg30u5s,https://api.spotify.com/v1/audio-analysis/3ESjXFvI5GUNFoCCg30u5s,171640,3,2004,acoustic
23,0.426,0.418,9,-11.532,0,0.037,0.782,0.0,0.957,0.206,120.53,audio_features,5fIJ2LAuI3SSc0jRcQqlZV,spotify:track:5fIJ2LAuI3SSc0jRcQqlZV,https://api.spotify.com/v1/tracks/5fIJ2LAuI3SSc0jRcQqlZV,https://api.spotify.com/v1/audio-analysis/5fIJ2LAuI3SSc0jRcQqlZV,409120,4,2004,acoustic
24,0.691,0.55,0,-11.646,1,0.0315,0.275,8.49e-06,0.275,0.705,143.217,audio_features,47AcSD50nYxgg99swhR8uK,spotify:track:47AcSD50nYxgg99swhR8uK,https://api.spotify.com/v1/tracks/47AcSD50nYxgg99swhR8uK,https://api.spotify.com/v1/audio-analysis/47AcSD50nYxgg99swhR8uK,272867,4,2004,acoustic
25,0.49,0.32,4,-12.933,1,0.0345,0.311,0.538,0.122,0.111,133.808,audio_features,1uub7ckJgztwNpyADV2cyT,spotify:track:1uub7ckJgztwNpyADV2cyT,https://api.spotify.com/v1/tracks/1uub7ckJgztwNpyADV2cyT,https://api.spotify.com/v1/audio-analysis/1uub7ckJgztwNpyADV2cyT,247733,3,2004,acoustic
26,0.465,0.242,6,-18.087,1,0.0396,0.885,0.337,0.688,0.1,156.672,audio_features,2RnXRkzGOd2GTVQZlYjojm,spotify:track:2RnXRkzGOd2GTVQZlYjojm,https://api.spotify.com/v1/tracks/2RnXRkzGOd2GTVQZlYjojm,https://api.spotify.com/v1/audio-analysis/2RnXRkzGOd2GTVQZlYjojm,222720,4,2004,acoustic
27,0.498,0.509,7,-8.482,1,0.0283,0.201,0.0352,0.109,0.193,83.808,audio_features,4ZkOFujtamIynWGfo9PdGR,spotify:track:4ZkOFujtamIynWGfo9PdGR,https://api.spotify.com/v1/tracks/4ZkOFujtamIynWGfo9PdGR,https://api.spotify.com/v1/audio-analysis/4ZkOFujtamIynWGfo9PdGR,276000,4,2004,acoustic
28,0.289,0.762,11,-5.804,0,0.0489,0.248,0.00278,0.393,0.248,96.547,audio_features,08ZUOlAjNu34wj283BPDJJ,spotify:track:08ZUOlAjNu34wj283BPDJJ,https://api.spotify.com/v1/tracks/08ZUOlAjNu34wj283BPDJJ,https://api.spotify.com/v1/audio-analysis/08ZUOlAjNu34wj283BPDJJ,374800,4,2004,acoustic
29,0.608,0.526,2,-13.555,1,0.0364,0.333,0.0148,0.357,0.372,87.914,audio_features,2rpoLjEFaFNFzHvFDf7Yd3,spotify:track:2rpoLjEFaFNFzHvFDf7Yd3,https://api.spotify.com/v1/tracks/2rpoLjEFaFNFzHvFDf7Yd3,https://api.spotify.com/v1/audio-analysis/2rpoLjEFaFNFzHvFDf7Yd3,347333,4,2004,acoustic
30,0.693,0.691,3,-6.371,1,0.025,0.0408,1.49e-06,0.109,0.576,106.006,audio_features,4iQhfDlMpWHoMnBtX09KM4,spotify:track:4iQhfDlMpWHoMnBtX09KM4,https://api.spotify.com/v1/tracks/4iQhfDlMpWHoMnBtX09KM4,https://api.spotify.com/v1/audio-analysis/4iQhfDlMpWHoMnBtX09KM4,245253,4,2004,acoustic
31,0.625,0.246,7,-15.946,1,0.0328,0.347,0.024,0.0891,0.318,123.543,audio_features,4BSO2gPSFdjz2ZKc9OTh0N,spotify:track:4BSO2gPSFdjz2ZKc9OTh0N,https://api.spotify.com/v1/tracks/4BSO2gPSFdjz2ZKc9OTh0N,https://api.spotify.com/v1/audio-analysis/4BSO2gPSFdjz2ZKc9OTh0N,342707,4,2004,acoustic
32,0.576,0.723,6,-5.243,1,0.0277,0.0974,3.45e-06,0.582,0.502,101.069,audio_features,2gSHmSP1uimnmyEulXjETa,spotify:track:2gSHmSP1uimnmyEulXjETa,https://api.spotify.com/v1/tracks/2gSHmSP1uimnmyEulXjETa,https://api.spotify.com/v1/audio-analysis/2gSHmSP1uimnmyEulXjETa,107333,4,2004,acoustic
33,0.363,0.422,11,-15.947,0,0.0383,0.561,0.939,0.112,0.18,146.148,audio_features,3ZKux9uEgufhcmrWuJzHUw,spotify:track:3ZKux9uEgufhcmrWuJzHUw,https://api.spotify.com/v1/tracks/3ZKux9uEgufhcmrWuJzHUw,https://api.spotify.com/v1/audio-analysis/3ZKux9uEgufhcmrWuJzHUw,304040,4,2004,acoustic
34,0.485,0.182,2,-13.276,1,0.0404,0.8,0.000186,0.11,0.107,96.623,audio_features,2rnYoiXMqcaF2DOT6tpFVo,spotify:track:2rnYoiXMqcaF2DOT6tpFVo,https://api.spotify.com/v1/tracks/2rnYoiXMqcaF2DOT6tpFVo,https://api.spotify.com/v1/audio-analysis/2rnYoiXMqcaF2DOT6tpFVo,473040,5,2004,acoustic
35,0.613,0.649,7,-5.532,0,0.0381,0.177,0.0,0.195,0.321,67.023,audio_features,379MTvtZNnggGZPb7Ns6lS,spotify:track:379MTvtZNnggGZPb7Ns6lS,https://api.spotify.com/v1/tracks/379MTvtZNnggGZPb7Ns6lS,https://api.spotify.com/v1/audio-analysis/379MTvtZNnggGZPb7Ns6lS,252160,4,2004,acoustic
36,0.298,0.503,0,-8.555,1,0.0437,0.348,6.3e-05,0.118,0.533,78.951,audio_features,4bdjQvuoDBAsxdUPmEIltt,spotify:track:4bdjQvuoDBAsxdUPmEIltt,https://api.spotify.com/v1/tracks/4bdjQvuoDBAsxdUPmEIltt,https://api.spotify.com/v1/audio-analysis/4bdjQvuoDBAsxdUPmEIltt,193880,3,2004,acoustic
37,0.37,0.772,0,-6.148,1,0.0536,0.000575,0.0,0.0745,0.375,174.775,audio_features,6jSoDFoUl903MNFhS4FuZx,spotify:track:6jSoDFoUl903MNFhS4FuZx,https://api.spotify.com/v1/tracks/6jSoDFoUl903MNFhS4FuZx,https://api.spotify.com/v1/audio-analysis/6jSoDFoUl903MNFhS4FuZx,239747,4,2004,acoustic
38,0.624,0.7,5,-4.083,0,0.0283,0.189,0.0,0.107,0.675,113.664,audio_features,6z6vzOf71xhNDSUdPwVMRA,spotify:track:6z6vzOf71xhNDSUdPwVMRA,https://api.spotify.com/v1/tracks/6z6vzOf71xhNDSUdPwVMRA,https://api.spotify.com/v1/audio-analysis/6z6vzOf71xhNDSUdPwVMRA,209520,4,2004,acoustic
39,0.443,0.404,9,-7.92,1,0.0301,0.528,0.0,0.177,0.154,59.554,audio_features,03s21IQnj5v3w4Cgq5PtKw,spotify:track:03s21IQnj5v3w4Cgq5PtKw,https://api.spotify.com/v1/tracks/03s21IQnj5v3w4Cgq5PtKw,https://api.spotify.com/v1/audio-analysis/03s21IQnj5v3w4Cgq5PtKw,177987,4,2004,acoustic
40,0.354,0.518,9,-6.122,1,0.0949,0.68,3.46e-05,0.685,0.528,207.934,audio_features,3pqkwpOMCE8XaeX4IllqWu,spotify:track:3pqkwpOMCE8XaeX4IllqWu,https://api.spotify.com/v1/tracks/3pqkwpOMCE8XaeX4IllqWu,https://api.spotify.com/v1/audio-analysis/3pqkwpOMCE8XaeX4IllqWu,361480,3,2004,acoustic
41,0.487,0.538,5,-7.429,0,0.0397,0.33,0.00609,0.103,0.269,118.039,audio_features,2glwN5raCeEn0EdjKrNw6i,spotify:track:2glwN5raCeEn0EdjKrNw6i,https://api.spotify.com/v1/tracks/2glwN5raCeEn0EdjKrNw6i,https://api.spotify.com/v1/audio-analysis/2glwN5raCeEn0EdjKrNw6i,456947,3,2004,acoustic
42,0.473,0.335,8,-11.094,1,0.0321,0.796,0.000914,0.0578,0.608,139.952,audio_features,63ogaJyLqKCR9BUBzmtnIG,spotify:track:63ogaJyLqKCR9BUBzmtnIG,https://api.spotify.com/v1/tracks/63ogaJyLqKCR9BUBzmtnIG,https://api.spotify.com/v1/audio-analysis/63ogaJyLqKCR9BUBzmtnIG,278693,3,2004,acoustic
43,0.263,0.5,2,-8.759,1,0.0355,0.701,0.0,0.986,0.195,168.129,audio_features,25dc7wKgV1HyHIKG3frcme,spotify:track:25dc7wKgV1HyHIKG3frcme,https://api.spotify.com/v1/tracks/25dc7wKgV1HyHIKG3frcme,https://api.spotify.com/v1/audio-analysis/25dc7wKgV1HyHIKG3frcme,253200,4,2004,acoustic
44,0.423,0.368,9,-9.472,0,0.0299,0.452,0.0,0.0898,0.168,87.667,audio_features,1iHRisYS4XViEGhR13wOFa,spotify:track:1iHRisYS4XViEGhR13wOFa,https://api.spotify.com/v1/tracks/1iHRisYS4XViEGhR13wOFa,https://api.spotify.com/v1/audio-analysis/1iHRisYS4XViEGhR13wOFa,258253,4,2004,acoustic
45,0.394,0.281,9,-11.12,1,0.0414,0.826,0.0,0.0854,0.485,90.044,audio_features,3ZjSJv88euP3CdvTg07dZL,spotify:track:3ZjSJv88euP3CdvTg07dZL,https://api.spotify.com/v1/tracks/3ZjSJv88euP3CdvTg07dZL,https://api.spotify.com/v1/audio-analysis/3ZjSJv88euP3CdvTg07dZL,214738,4,2004,acoustic
46,0.597,0.322,5,-9.359,0,0.0382,0.539,3.81e-05,0.192,0.215,121.984,audio_features,4mMX1MjVssIfhBwSXE2CDD,spotify:track:4mMX1MjVssIfhBwSXE2CDD,https://api.spotify.com/v1/tracks/4mMX1MjVssIfhBwSXE2CDD,https://api.spotify.com/v1/audio-analysis/4mMX1MjVssIfhBwSXE2CDD,259800,4,2004,acoustic
47,0.537,0.384,8,-10.354,1,0.0328,0.561,0.0,0.08,0.195,146.112,audio_features,406LSuMcNIjwHEwlrFxVS9,spotify:track:406LSuMcNIjwHEwlrFxVS9,https://api.spotify.com/v1/tracks/406LSuMcNIjwHEwlrFxVS9,https://api.spotify.com/v1/audio-analysis/406LSuMcNIjwHEwlrFxVS9,253427,4,2004,acoustic
48,0.59,0.794,0,-4.634,0,0.0339,0.132,0.0,0.201,0.64,122.971,audio_features,6tB761SAYhdBa1nDZjnnf2,spotify:track:6tB761SAYhdBa1nDZjnnf2,https://api.spotify.com/v1/tracks/6tB761SAYhdBa1nDZjnnf2,https://api.spotify.com/v1/audio-analysis/6tB761SAYhdBa1nDZjnnf2,380693,4,2004,acoustic
49,0.487,0.802,7,-5.81,1,0.053,0.0104,0.0,0.342,0.51,175.744,audio_features,65xy8QjJE4G87p8XAJ6aGg,spotify:track:65xy8QjJE4G87p8XAJ6aGg,https://api.spotify.com/v1/tracks/65xy8QjJE4G87p8XAJ6aGg,https://api.spotify.com/v1/audio-analysis/65xy8QjJE4G87p8XAJ6aGg,224280,4,2004,acoustic
400,0.251,0.868,1,-2.685,1,0.128,0.488,7.34e-06,0.814,0.599,177.13,audio_features,6vcG9EgeqJUSmmF65lxUm6,spotify:track:6vcG9EgeqJUSmmF65lxUm6,https://api.spotify.com/v1/tracks/6vcG9EgeqJUSmmF65lxUm6,https://api.spotify.com/v1/audio-analysis/6vcG9EgeqJUSmmF65lxUm6,128200,4,2004,blues
401,0.491,0.966,5,-3.896,1,0.133,0.0787,0.0,0.281,0.48,147.836,audio_features,0YPDp1KIxVLTdh3vnvk6wd,spotify:track:0YPDp1KIxVLTdh3vnvk6wd,https://api.spotify.com/v1/tracks/0YPDp1KIxVLTdh3vnvk6wd,https://api.spotify.com/v1/audio-analysis/0YPDp1KIxVLTdh3vnvk6wd,133547,4,2004,blues
402,0.558,0.633,7,-3.265,1,0.0329,0.487,0.0,0.129,0.871,72.494,audio_features,2Bs1Lw9LX8hBm70t1iGdlh,spotify:track:2Bs1Lw9LX8hBm70t1iGdlh,https://api.spotify.com/v1/tracks/2Bs1Lw9LX8hBm70t1iGdlh,https://api.spotify.com/v1/audio-analysis/2Bs1Lw9LX8hBm70t1iGdlh,112520,4,2004,blues
403,0.625,0.239,0,-11.699,1,0.0471,0.451,0.00464,0.371,0.194,71.537,audio_features,6FxLoRSYizCEZEBZ3Ioms5,spotify:track:6FxLoRSYizCEZEBZ3Ioms5,https://api.spotify.com/v1/tracks/6FxLoRSYizCEZEBZ3Ioms5,https://api.spotify.com/v1/audio-analysis/6FxLoRSYizCEZEBZ3Ioms5,245027,4,2004,blues
404,0.461,0.418,0,-7.076,1,0.0444,0.596,1.5e-06,0.973,0.338,80.773,audio_features,7eG1BnCa7VYmbNM5uMuCRN,spotify:track:7eG1BnCa7VYmbNM5uMuCRN,https://api.spotify.com/v1/tracks/7eG1BnCa7VYmbNM5uMuCRN,https://api.spotify.com/v1/audio-analysis/7eG1BnCa7VYmbNM5uMuCRN,274013,4,2004,blues
405,0.465,0.303,7,-8.793,1,0.04,0.708,2e-06,0.981,0.337,143.933,audio_features,1RF3WJxRgx1Xt6vhamUIo6,spotify:track:1RF3WJxRgx1Xt6vhamUIo6,https://api.spotify.com/v1/tracks/1RF3WJxRgx1Xt6vhamUIo6,https://api.spotify.com/v1/audio-analysis/1RF3WJxRgx1Xt6vhamUIo6,393987,4,2004,blues
406,0.524,0.953,0,-7.097,1,0.0416,0.00757,5.02e-06,0.771,0.869,133.828,audio_features,669cOBjpY4Y5O98Nmk6139,spotify:track:669cOBjpY4Y5O98Nmk6139,https://api.spotify.com/v1/tracks/669cOBjpY4Y5O98Nmk6139,https://api.spotify.com/v1/audio-analysis/669cOBjpY4Y5O98Nmk6139,253827,4,2004,blues
407,0.55,0.991,1,-3.704,1,0.12,0.805,0.0,0.197,0.882,172.389,audio_features,1dlgaGdQXmsYKMRuewIZkF,spotify:track:1dlgaGdQXmsYKMRuewIZkF,https://api.spotify.com/v1/tracks/1dlgaGdQXmsYKMRuewIZkF,https://api.spotify.com/v1/audio-analysis/1dlgaGdQXmsYKMRuewIZkF,158600,4,2004,blues
408,0.592,0.932,9,-3.12,1,0.041,0.0019,0.000136,0.0468,0.657,125.903,audio_features,1ndueeuUL5csGntKZGMVNj,spotify:track:1ndueeuUL5csGntKZGMVNj,https://api.spotify.com/v1/tracks/1ndueeuUL5csGntKZGMVNj,https://api.spotify.com/v1/audio-analysis/1ndueeuUL5csGntKZGMVNj,156213,4,2004,blues
409,0.629,0.673,6,-4.379,1,0.0262,0.294,0.0109,0.139,0.419,114.243,audio_features,2a0WwSvmFdXPTdDMilPA1y,spotify:track:2a0WwSvmFdXPTdDMilPA1y,https://api.spotify.com/v1/tracks/2a0WwSvmFdXPTdDMilPA1y,https://api.spotify.com/v1/audio-analysis/2a0WwSvmFdXPTdDMilPA1y,195213,4,2004,blues
410,0.628,0.298,10,-12.571,1,0.0296,0.639,0.000442,0.101,0.391,98.966,audio_features,5wfCY08QVWdUaigsFv9IkZ,spotify:track:5wfCY08QVWdUaigsFv9IkZ,https://api.spotify.com/v1/tracks/5wfCY08QVWdUaigsFv9IkZ,https://api.spotify.com/v1/audio-analysis/5wfCY08QVWdUaigsFv9IkZ,238751,3,2004,blues
411,0.338,0.887,2,-8.873,1,0.0438,0.00962,0.011,0.556,0.399,206.255,audio_features,6hnCx2jmD0RPkbtzUXSBn4,spotify:track:6hnCx2jmD0RPkbtzUXSBn4,https://api.spotify.com/v1/tracks/6hnCx2jmD0RPkbtzUXSBn4,https://api.spotify.com/v1/audio-analysis/6hnCx2jmD0RPkbtzUXSBn4,223667,4,2004,blues
412,0.404,0.508,8,-5.893,0,0.0265,0.952,0.000807,0.164,0.278,143.911,audio_features,7nl6fbpRrLAED8KR2pUgTp,spotify:track:7nl6fbpRrLAED8KR2pUgTp,https://api.spotify.com/v1/tracks/7nl6fbpRrLAED8KR2pUgTp,https://api.spotify.com/v1/audio-analysis/7nl6fbpRrLAED8KR2pUgTp,294933,4,2004,blues
413,0.552,0.651,4,-10.624,0,0.229,0.00494,0.0349,0.132,0.533,161.548,audio_features,0FMhMAFPLg8EljnROSoVnj,spotify:track:0FMhMAFPLg8EljnROSoVnj,https://api.spotify.com/v1/tracks/0FMhMAFPLg8EljnROSoVnj,https://api.spotify.com/v1/audio-analysis/0FMhMAFPLg8EljnROSoVnj,232533,4,2004,blues
414,0.665,0.839,3,-4.547,1,0.0902,0.559,0.000168,0.356,0.581,89.043,audio_features,5wGmaQYNYxJZrnWykQG3HF,spotify:track:5wGmaQYNYxJZrnWykQG3HF,https://api.spotify.com/v1/tracks/5wGmaQYNYxJZrnWykQG3HF,https://api.spotify.com/v1/audio-analysis/5wGmaQYNYxJZrnWykQG3HF,172093,4,2004,blues
415,0.389,0.29,2,-11.868,1,0.0393,0.406,3.97e-05,0.0758,0.158,185.007,audio_features,6L2woktiAuW35BrcROmhW5,spotify:track:6L2woktiAuW35BrcROmhW5,https://api.spotify.com/v1/tracks/6L2woktiAuW35BrcROmhW5,https://api.spotify.com/v1/audio-analysis/6L2woktiAuW35BrcROmhW5,181293,3,2004,blues
416,0.548,0.944,9,-3.208,1,0.119,0.593,0.00155,0.103,0.901,173.869,audio_features,5D1oPeuU4sGUwI5obM4bKZ,spotify:track:5D1oPeuU4sGUwI5obM4bKZ,https://api.spotify.com/v1/tracks/5D1oPeuU4sGUwI5obM4bKZ,https://api.spotify.com/v1/audio-analysis/5D1oPeuU4sGUwI5obM4bKZ,168920,4,2004,blues
417,0.322,0.428,8,-9.102,1,0.0476,0.738,0.0,0.138,0.245,186.329,audio_features,4h74V26B574hSICB5MZs1c,spotify:track:4h74V26B574hSICB5MZs1c,https://api.spotify.com/v1/tracks/4h74V26B574hSICB5MZs1c,https://api.spotify.com/v1/audio-analysis/4h74V26B574hSICB5MZs1c,235402,3,2004,blues
418,0.471,0.836,1,-6.516,0,0.12,0.543,0.00949,0.121,0.38,112.074,audio_features,4KVYCdoWmDa4KS1OY6sgMa,spotify:track:4KVYCdoWmDa4KS1OY6sgMa,https://api.spotify.com/v1/tracks/4KVYCdoWmDa4KS1OY6sgMa,https://api.spotify.com/v1/audio-analysis/4KVYCdoWmDa4KS1OY6sgMa,208173,4,2004,blues
419,0.504,0.148,11,-18.457,1,0.0285,0.951,0.00578,0.105,0.45,91.118,audio_features,1bDjWyTOXs0sxQMC1mchSM,spotify:track:1bDjWyTOXs0sxQMC1mchSM,https://api.spotify.com/v1/tracks/1bDjWyTOXs0sxQMC1mchSM,https://api.spotify.com/v1/audio-analysis/1bDjWyTOXs0sxQMC1mchSM,226240,4,2004,blues
420,0.917,0.555,8,-7.541,1,0.0783,0.162,1.38e-06,0.29,0.731,112.999,audio_features,7tor1N7ix61iCkeR5Ebeqq,spotify:track:7tor1N7ix61iCkeR5Ebeqq,https://api.spotify.com/v1/tracks/7tor1N7ix61iCkeR5Ebeqq,https://api.spotify.com/v1/audio-analysis/7tor1N7ix61iCkeR5Ebeqq,375733,4,2004,blues
421,0.428,0.985,4,-2.231,1,0.0581,0.0001,0.0,0.275,0.626,99.967,audio_features,0v7zvN72z2XGANTHmX064E,spotify:track:0v7zvN72z2XGANTHmX064E,https://api.spotify.com/v1/tracks/0v7zvN72z2XGANTHmX064E,https://api.spotify.com/v1/audio-analysis/0v7zvN72z2XGANTHmX064E,102787,4,2004,blues
422,0.404,0.95,0,-2.553,1,0.0471,0.00049,0.0,0.0776,0.581,101.531,audio_features,2vC2YrdJBPUxYXqZSXHFAg,spotify:track:2vC2YrdJBPUxYXqZSXHFAg,https://api.spotify.com/v1/tracks/2vC2YrdJBPUxYXqZSXHFAg,https://api.spotify.com/v1/audio-analysis/2vC2YrdJBPUxYXqZSXHFAg,120760,4,2004,blues
423,0.314,0.983,2,-3.228,1,0.12,0.00014,0.000487,0.282,0.516,184.084,audio_features,7LngfsOr2JVe4y7VXnjqvn,spotify:track:7LngfsOr2JVe4y7VXnjqvn,https://api.spotify.com/v1/tracks/7LngfsOr2JVe4y7VXnjqvn,https://api.spotify.com/v1/audio-analysis/7LngfsOr2JVe4y7VXnjqvn,184307,4,2004,blues
424,0.671,0.417,11,-10.209,0,0.21,0.402,0.0,0.12,0.331,133.557,audio_features,2AcDdgk7gSs1gJKcIsi6Ep,spotify:track:2AcDdgk7gSs1gJKcIsi6Ep,https://api.spotify.com/v1/tracks/2AcDdgk7gSs1gJKcIsi6Ep,https://api.spotify.com/v1/audio-analysis/2AcDdgk7gSs1gJKcIsi6Ep,210854,4,2004,blues
425,0.206,0.7,4,-9.682,0,0.0469,0.0172,0.00582,0.228,0.317,172.338,audio_features,059LGQd42y87hQMHQyJGSU,spotify:track:059LGQd42y87hQMHQyJGSU,https://api.spotify.com/v1/tracks/059LGQd42y87hQMHQyJGSU,https://api.spotify.com/v1/audio-analysis/059LGQd42y87hQMHQyJGSU,179573,3,2004,blues
426,0.503,0.109,6,-16.028,0,0.0329,0.701,0.000256,0.106,0.298,168.215,audio_features,3qI18UF3mDDjHdV7fPV9XK,spotify:track:3qI18UF3mDDjHdV7fPV9XK,https://api.spotify.com/v1/tracks/3qI18UF3mDDjHdV7fPV9XK,https://api.spotify.com/v1/audio-analysis/3qI18UF3mDDjHdV7fPV9XK,228533,4,2004,blues
427,0.398,0.538,10,-7.972,1,0.0472,0.83,1.18e-06,0.746,0.369,124.625,audio_features,0avyrMFNsAkN1ggXEnn9fh,spotify:track:0avyrMFNsAkN1ggXEnn9fh,https://api.spotify.com/v1/tracks/0avyrMFNsAkN1ggXEnn9fh,https://api.spotify.com/v1/audio-analysis/0avyrMFNsAkN1ggXEnn9fh,402400,4,2004,blues
