danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,energy_cat
0.587,0.778,-4.233,1,0.0343,0.31,0.0,0.318,0.319,81.943,4,country,4
0.187,0.109,-21.143,0,0.048,0.938,0.867,0.124,0.0501,139.128,5,classical,1
0.569,0.632,-5.684,1,0.0795,0.311,0.0,0.681,0.655,175.992,4,acoustic,4
0.608,0.556,-7.552,1,0.0312,0.338,0.000356,0.0308,0.574,127.304,4,country,3
0.756,0.652,-4.506,1,0.0375,0.538,1.2e-05,0.0951,0.947,93.022,4,jazz,4
0.52,0.333,-11.508,1,0.0302,0.816,0.0,0.188,0.198,74.165,4,country,2
0.301,0.0122,-28.926,1,0.0477,0.988,0.0025,0.0858,0.0929,105.95,4,classical,1
0.276,0.13,-19.031,1,0.0355,0.991,0.915,0.119,0.0619,135.437,3,classical,1
0.598,0.813,-7.685,1,0.0547,0.000101,0.707,0.112,0.169,133.986,3,pop,5
0.598,0.264,-11.55,1,0.191,0.859,0.0,0.0431,0.77,102.254,4,jazz,2
0.698,0.708,-6.459,0,0.028,0.0671,0.443,0.112,0.552,106.055,4,jazz,4
0.451,0.868,-6.181,1,0.0449,0.129,0.000595,0.172,0.477,118.219,4,pop,5
0.587,0.829,-5.882,1,0.0265,0.437,0.00311,0.177,0.661,138.002,4,acoustic,5
0.315,0.22,-21.343,1,0.0514,0.987,0.943,0.0802,0.116,145.195,4,classical,2
0.697,0.928,-7.5,0,0.0617,0.448,0.285,0.145,0.193,137.991,4,techno,5
0.699,0.824,-5.176,1,0.0664,0.00741,0.939,0.198,0.0895,102.987,4,techno,5
0.787,0.765,-6.331,1,0.0265,0.231,1.79e-05,0.323,0.964,115.979,4,country,4
0.545,0.642,-7.344,1,0.0279,0.517,1.75e-06,0.116,0.555,78.51,4,acoustic,4
0.512,0.785,-4.21,1,0.12,0.0608,0.0,0.0673,0.598,79.183,4,acoustic,4
0.362,0.459,-8.62,1,0.0274,0.342,0.0,0.111,0.158,147.063,4,country,3
0.75,0.884,-7.428,1,0.193,0.0142,0.199,0.596,0.642,124.068,4,jazz,5
0.529,0.92,-4.168,1,0.0649,2.87e-05,0.00202,0.0582,0.438,111.132,4,metal,5
0.536,0.574,-6.705,1,0.0254,0.75,0.00277,0.105,0.877,87.194,4,country,3
0.539,0.585,-7.054,1,0.109,0.231,0.0,0.168,0.746,60.686,3,acoustic,3
0.669,0.269,-14.467,1,0.0334,0.795,0.00316,0.106,0.636,96.129,4,jazz,2
0.633,0.625,-10.951,1,0.0436,0.492,0.000418,0.204,0.841,103.355,4,blues,4
0.636,0.676,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4,blues,4
0.528,0.942,-2.825,0,0.0512,8.26e-05,0.0,0.344,0.421,110.058,4,metal,5
0.562,0.729,-5.37,1,0.025,0.0205,0.000539,0.115,0.461,79.963,4,acoustic,4
0.667,0.381,-7.494,1,0.0294,0.455,0.0,0.116,0.199,135.975,4,country,2
0.416,0.0164,-25.933,1,0.0483,0.991,0.866,0.116,0.0365,110.635,4,classical,1
0.465,0.919,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,4,rock,5
0.35,0.253,-10.555,1,0.0415,0.983,2.88e-06,0.137,0.24,136.808,4,blues,2
0.833,0.582,-6.987,0,0.0659,0.053,0.0577,0.108,0.209,125.026,4,techno,3
0.296,0.00702,-31.403,1,0.042,0.989,0.923,0.105,0.108,118.337,4,classical,1
0.611,0.0785,-20.543,1,0.0503,0.964,0.00014,0.0903,0.763,104.233,4,acoustic,1
0.69,0.306,-9.193,1,0.0356,0.805,0.0,0.0968,0.424,115.671,4,acoustic,2
0.458,0.545,-6.248,1,0.0285,0.312,2.76e-06,0.119,0.177,147.939,4,country,3
0.805,0.521,-11.25,1,0.0584,0.0143,0.845,0.099,0.754,126.143,4,techno,3
0.641,0.336,-17.086,1,0.0263,0.679,0.385,0.728,0.547,100.098,4,blues,2
0.754,0.595,-8.141,1,0.0357,0.271,0.883,0.0674,0.711,105.012,3,jazz,3
0.58,0.846,-2.876,0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,4,techno,5
0.799,0.426,-9.878,1,0.222,0.0135,0.453,0.174,0.0393,191.941,4,techno,3
0.274,0.792,-4.388,0,0.0413,0.00833,0.0,0.131,0.092,179.067,4,metal,4
0.509,0.774,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,4,metal,4
0.906,0.677,-5.558,1,0.215,0.437,0.0272,0.652,0.869,93.016,4,jazz,4
0.169,0.978,-3.37,0,0.0657,3.28e-05,0.00395,0.0567,0.38,179.035,4,metal,5
0.423,0.116,-17.882,1,0.0326,0.972,0.433,0.111,0.1,81.501,4,jazz,1
0.664,0.556,-7.713,1,0.0365,0.146,3.91e-06,0.113,0.494,75.049,4,country,3
0.778,0.547,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,4,pop,3
0.581,0.856,-4.0,1,0.0783,0.183,0.0,0.0871,0.918,169.902,4,country,5
0.348,0.875,-4.278,0,0.0537,0.00149,0.0855,0.0796,0.539,144.679,4,blues,5
0.753,0.189,-14.235,0,0.0352,0.287,0.00301,0.0854,0.579,104.95,4,jazz,1
0.575,0.972,-2.788,1,0.0797,0.0197,0.0,0.161,0.524,129.062,4,rock,5
0.161,0.0141,-33.216,1,0.0432,0.951,0.537,0.203,0.0796,136.038,1,classical,1
0.561,0.139,-15.332,1,0.0353,0.875,2.61e-05,0.107,0.486,89.768,4,acoustic,1
0.585,0.103,-12.682,1,0.0309,0.801,0.0,0.126,0.179,133.057,4,acoustic,1
0.702,0.825,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,4,pop,5
0.52,0.237,-10.292,1,0.0302,0.87,0.0,0.122,0.574,105.711,4,blues,2
0.398,0.723,-14.806,0,0.0539,0.284,0.988,0.142,0.279,117.23,5,techno,4
0.665,0.635,-5.302,1,0.0388,0.0756,0.0,0.208,0.299,113.046,4,acoustic,4
0.285,0.0655,-25.108,0,0.0554,0.989,0.896,0.0965,0.0911,130.866,4,classical,1
0.518,0.686,-4.911,1,0.0313,0.114,0.0,0.114,0.334,144.065,4,country,4
0.471,0.811,-5.419,1,0.0524,0.0104,0.0,0.335,0.558,80.01,4,acoustic,5
0.572,0.576,-9.91,0,0.0464,0.27,0.0,0.735,0.481,128.037,4,pop,3
0.213,0.0868,-27.444,1,0.0413,0.952,0.907,0.111,0.44,138.349,4,classical,1
0.229,0.00756,-26.971,0,0.0398,0.894,0.0639,0.104,0.0399,131.936,4,classical,1
0.532,0.887,-2.435,1,0.0518,0.0614,0.0,0.0909,0.817,155.893,4,acoustic,5
0.481,0.849,-5.131,1,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,4,country,5
0.67,0.403,-10.623,1,0.031,0.753,0.0903,0.0858,0.622,129.984,4,pop,3
0.589,0.892,-3.197,1,0.0365,0.0633,0.0,0.149,0.76,131.951,4,country,5
0.515,0.478,-9.564,1,0.0298,0.724,0.0326,0.22,0.494,86.202,4,blues,3
0.534,0.942,-4.15,0,0.0677,0.0121,0.0,0.141,0.629,95.126,4,blues,5
0.742,0.798,-8.263,1,0.0558,0.00346,0.00131,0.259,0.928,128.967,4,jazz,4
0.721,0.585,-4.184,1,0.0276,0.0143,2.42e-06,0.0682,0.355,99.0,4,country,3
0.67,0.306,-11.032,1,0.0366,0.8,1.18e-06,0.0829,0.61,139.949,4,jazz,2
0.275,0.0036,-32.675,0,0.0592,0.994,0.936,0.0646,0.154,62.969,4,classical,1
0.708,0.587,-7.93,0,0.151,0.273,0.0,0.0718,0.554,83.46,4,dance,3
0.626,0.317,-13.692,0,0.0414,0.931,0.363,0.0937,0.568,97.281,4,jazz,2
0.597,0.268,-18.485,0,0.0564,0.954,0.961,0.132,0.0992,137.942,3,classical,2
0.864,0.495,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,4,pop,3
0.558,0.902,-4.018,1,0.0464,0.197,0.000148,0.0852,0.572,100.027,4,blues,5
0.41,0.306,-9.704,0,0.0348,0.472,3.28e-05,0.12,0.166,141.565,4,acoustic,2
0.501,0.255,-9.146,1,0.0297,0.821,0.0,0.126,0.318,114.906,3,blues,2
0.643,0.821,-6.135,1,0.0397,0.455,0.000249,0.107,0.522,127.026,4,blues,5
0.372,0.988,-0.897,1,0.411,0.193,0.00291,0.0731,0.314,94.983,4,techno,5
0.376,0.488,-13.597,0,0.0364,0.974,0.857,0.0932,0.54,96.537,4,classical,3
0.7,0.613,-4.041,1,0.0408,0.385,0.0,0.0887,0.42,88.084,4,dance,4
0.468,0.904,-4.574,1,0.0494,0.126,3.89e-06,0.165,0.7,167.998,4,country,5
0.541,0.864,-4.915,1,0.0357,0.00118,0.0,0.0896,0.435,124.557,4,metal,5
0.624,0.915,-2.627,0,0.0364,0.141,0.0,0.386,0.815,108.046,3,country,5
0.497,0.919,-7.848,0,0.0463,0.000132,0.000238,0.345,0.461,129.495,3,pop,5
0.291,0.0161,-33.787,0,0.0462,0.948,0.894,0.0581,0.331,69.143,5,classical,1
0.695,0.884,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,4,pop,5
0.568,0.393,-12.02,1,0.137,0.836,0.0,0.0785,0.56,80.422,4,country,2
0.524,0.106,-11.857,1,0.0319,0.906,0.000293,0.116,0.128,84.688,1,jazz,1
0.664,0.828,-6.053,1,0.0404,0.00839,0.0,0.294,0.82,103.985,4,metal,5
0.507,0.204,-11.575,1,0.0504,0.855,0.0,0.143,0.343,77.765,4,rock,2
0.472,0.671,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,4,pop,4
0.625,0.848,-4.008,1,0.0314,0.105,0.0,0.23,0.716,137.993,4,rock,5
0.406,0.919,-4.675,0,0.103,0.000933,9.92e-05,0.0726,0.601,93.274,4,blues,5
0.673,0.902,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4,pop,5
0.378,0.474,-8.202,0,0.0271,0.28,0.00138,0.117,0.38,102.379,4,metal,3
0.465,0.276,-13.969,0,0.0302,0.9,0.405,0.737,0.348,96.681,4,blues,2
0.406,0.295,-14.203,1,0.0349,0.793,0.0,0.0863,0.435,116.387,3,rock,2
0.322,0.495,-11.524,1,0.0302,0.799,0.0029,0.942,0.206,104.343,4,blues,3
0.566,0.354,-9.319,1,0.0242,0.771,3.95e-05,0.109,0.278,89.528,4,acoustic,2
0.521,0.563,-11.362,1,0.0357,0.0952,0.717,0.315,0.456,125.228,4,rock,3
0.499,0.72,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103,4,dance,4
0.714,0.8,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,4,pop,4
0.589,0.966,-4.106,1,0.0972,0.03,0.0,0.147,0.802,129.983,4,pop,5
0.814,0.628,-7.178,1,0.221,0.167,0.0,0.101,0.677,123.977,4,dance,4
0.472,0.682,-6.45,1,0.0386,0.0153,0.000184,0.269,0.168,132.062,4,techno,4
0.669,0.829,-3.801,1,0.49,0.179,0.0,0.241,0.61,118.934,4,dance,5
0.358,0.414,-16.572,1,0.036,0.812,0.528,0.0849,0.616,149.742,4,classical,3
0.729,0.581,-7.091,0,0.0304,0.531,1.09e-06,0.102,0.352,93.997,4,rock,3
0.544,0.911,-3.681,0,0.0422,0.000141,8.89e-06,0.333,0.558,91.033,4,rock,5
0.639,0.526,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033,3,pop,3
0.61,0.504,-9.741,0,0.0349,0.675,0.771,0.112,0.401,162.148,4,jazz,3
0.54,0.36,-11.055,1,0.026,0.101,4.18e-05,0.116,0.383,146.46,4,country,2
0.595,0.912,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,4,dance,5
0.555,0.869,-3.845,1,0.0358,0.8,0.422,0.361,0.605,114.162,4,acoustic,5
0.458,0.0743,-24.145,0,0.0532,0.993,0.91,0.103,0.232,108.93,3,classical,1
0.47,0.277,-13.503,1,0.0428,0.831,0.919,0.118,0.408,173.351,4,techno,2
0.64,0.683,-4.309,1,0.0434,0.169,0.0,0.109,0.4,146.058,4,techno,4
0.466,0.182,-19.537,1,0.0457,0.879,0.0556,0.341,0.216,128.811,4,blues,1
0.481,0.0639,-24.46,0,0.0449,0.991,0.942,0.0922,0.301,125.058,4,classical,1
0.678,0.695,-9.825,0,0.0284,0.181,0.635,0.0459,0.937,102.511,4,jazz,4
0.636,0.676,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4,rock,4
0.744,0.441,-14.304,1,0.0604,0.268,0.731,0.0749,0.338,120.016,4,techno,3
0.394,0.96,-3.93,1,0.301,0.00286,0.113,0.0557,0.269,200.273,4,rock,5
0.718,0.633,-7.009,1,0.0452,0.376,6.75e-06,0.131,0.817,123.128,3,blues,4
0.487,0.022,-32.282,1,0.035,0.986,0.894,0.137,0.191,67.836,3,classical,1
0.35,0.772,-4.893,1,0.13,0.504,0.653,0.115,0.217,173.926,1,techno,4
0.427,0.9,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4,rock,5
0.657,0.674,-5.273,1,0.0319,0.0326,1.88e-05,0.0947,0.336,106.005,4,country,4
0.584,0.54,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,4,dance,3
0.161,0.0502,-26.84,1,0.0446,0.987,0.9,0.11,0.215,182.498,4,classical,1
0.544,0.856,-6.84,0,0.0314,0.00162,0.818,0.0763,0.233,125.992,4,pop,5
0.815,0.681,-5.785,0,0.0854,0.0675,0.012,0.117,0.803,90.008,4,jazz,4
0.52,0.775,-5.803,1,0.0348,0.034,0.0,0.364,0.382,136.028,4,rock,4
0.671,0.617,-12.622,1,0.0394,0.258,0.855,0.883,0.547,140.024,4,techno,4
0.771,0.367,-9.247,1,0.0282,0.842,0.0,0.12,0.593,112.969,4,acoustic,2
0.44,0.719,-6.645,0,0.0445,0.0217,5.09e-06,0.0663,0.523,111.398,4,blues,4
0.32,0.91,-5.321,1,0.114,0.000997,0.0,0.16,0.22,165.943,4,metal,5
0.509,0.126,-22.956,1,0.0359,0.995,0.942,0.121,0.34,72.702,3,classical,1
0.785,0.652,-2.607,1,0.0668,0.102,0.0,0.0697,0.484,170.024,4,dance,4
0.409,0.412,-12.822,1,0.0372,0.285,0.699,0.127,0.41,88.009,4,jazz,3
0.627,0.858,-2.873,0,0.0379,0.609,0.763,0.399,0.746,141.537,4,jazz,5
0.549,0.675,-5.637,0,0.0332,0.399,0.0,0.181,0.206,119.898,4,dance,4
0.573,0.495,-7.245,0,0.592,0.405,0.0,0.0969,0.255,179.196,3,pop,3
0.664,0.477,-10.53,1,0.0551,0.394,4.15e-05,0.136,0.273,100.046,4,rock,3
0.44,0.778,-1.786,0,0.0327,0.0265,1.04e-06,0.151,0.304,148.038,4,blues,4
0.7,0.912,-6.592,0,0.0472,0.115,0.93,0.0947,0.807,99.998,4,jazz,5
0.342,0.0989,-17.186,1,0.0449,0.992,0.955,0.101,0.186,108.246,3,classical,1
0.441,0.71,-5.488,0,0.0291,0.000682,0.134,0.121,0.114,105.254,4,blues,4
0.617,0.485,-8.227,0,0.115,0.868,3.44e-05,0.115,0.845,82.228,4,country,3
0.898,0.58,-7.632,0,0.26,0.0101,0.0,0.169,0.661,84.018,4,pop,3
0.452,0.757,-5.41,0,0.0396,0.409,0.344,0.135,0.567,115.546,4,blues,4
0.53,0.123,-22.841,0,0.0294,0.978,0.914,0.111,0.334,100.696,4,jazz,1
0.719,0.0818,-25.586,1,0.0439,0.79,0.796,0.11,0.432,80.093,4,jazz,1
0.167,0.66,-8.315,1,0.0539,0.14,0.165,0.133,0.422,186.142,4,rock,4
0.129,0.386,-9.546,1,0.0397,0.926,0.0852,0.954,0.504,68.762,4,classical,2
0.823,0.859,-7.842,1,0.0549,0.0577,0.901,0.0347,0.514,125.448,4,techno,5
0.451,0.438,-7.193,1,0.0421,0.794,4.55e-05,0.0696,0.565,87.646,4,acoustic,3
0.47,0.581,-7.576,0,0.0543,0.185,0.0862,0.117,0.191,126.03,4,techno,3
0.319,0.315,-13.957,0,0.0487,0.98,0.916,0.129,0.165,93.658,4,classical,2
0.8,0.836,-7.413,1,0.0562,0.00051,0.846,0.0763,0.08,127.015,4,techno,5
0.741,0.37,-8.437,0,0.324,0.24,0.0,0.118,0.13,116.06,4,dance,2
0.193,0.0158,-32.022,1,0.0441,0.987,0.902,0.121,0.164,78.159,4,classical,1
0.556,0.75,-6.305,0,0.0392,0.0427,0.0,0.0874,0.526,181.838,4,techno,4
0.563,0.924,-5.567,1,0.0734,0.00156,1.15e-06,0.0468,0.539,90.928,4,rock,5
0.433,0.854,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,4,rock,5
0.0929,0.0217,-35.311,1,0.0401,0.959,0.818,0.112,0.0405,166.189,3,classical,1
0.485,0.843,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,4,rock,5
0.416,0.741,-4.001,1,0.0335,0.00804,0.0,0.273,0.286,160.515,4,metal,4
0.689,0.784,-2.972,1,0.074,0.182,0.0,0.0843,0.561,99.954,4,dance,4
0.352,0.529,-10.335,0,0.0378,0.00249,0.000309,0.0943,0.378,137.216,4,rock,3
0.626,0.913,-4.452,1,0.0318,0.00635,0.0,0.293,0.946,113.044,4,rock,5
0.624,0.641,-16.696,1,0.0513,0.357,0.536,0.117,0.123,126.958,4,techno,4
0.825,0.856,-1.912,1,0.0476,0.00851,1.4e-06,0.127,0.207,128.016,4,pop,5
0.778,0.642,-12.971,1,0.04,0.0267,0.878,0.0854,0.0367,124.005,4,techno,4
0.45,0.641,-12.137,0,0.0409,0.559,0.205,0.11,0.733,118.101,4,jazz,4
0.592,0.979,-3.76,0,0.102,0.000126,0.0,0.0819,0.722,102.99,4,metal,5
0.605,0.377,-6.213,1,0.0443,0.733,0.0,0.0808,0.519,73.877,4,dance,2
0.679,0.528,-7.901,1,0.0267,0.0754,0.0,0.12,0.274,99.035,4,country,3
0.271,0.0937,-15.035,1,0.0367,0.939,0.0,0.108,0.147,164.721,5,acoustic,1
0.535,0.458,-8.943,1,0.0502,0.822,0.0223,0.0923,0.561,107.664,4,blues,3
0.56,0.903,-4.77,1,0.0754,0.00132,0.0,0.291,0.581,143.821,4,rock,5
0.652,0.871,-3.136,0,0.034,0.000535,1.23e-05,0.357,0.938,128.822,4,rock,5
0.585,0.561,-9.784,1,0.0582,0.112,0.00013,0.689,0.292,134.053,4,blues,3
0.656,0.291,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,4,rock,2
0.4,0.886,-5.078,1,0.0521,0.000868,0.000211,0.122,0.406,195.958,4,metal,5
0.546,0.771,-7.56,0,0.116,0.0117,0.351,0.335,0.701,130.224,4,jazz,4
0.698,0.632,-6.508,1,0.0247,0.554,0.0,0.118,0.458,102.408,4,country,4
0.675,0.607,-3.538,1,0.162,0.0302,8.97e-06,0.339,0.56,177.928,4,pop,4
0.133,0.013,-26.161,1,0.042,0.994,0.892,0.111,0.0606,66.409,3,classical,1
0.573,0.747,-6.46,1,0.0319,0.519,1.13e-06,0.0867,0.645,79.952,4,country,4
0.839,0.804,-2.513,1,0.0329,0.0192,0.0,0.331,0.888,122.973,4,pop,5
0.645,0.921,-5.256,0,0.0302,0.00809,1.08e-05,0.407,0.864,129.0,4,dance,5
0.734,0.564,-11.067,0,0.386,0.513,0.925,0.118,0.554,151.911,4,jazz,3
0.596,0.706,-5.562,1,0.0261,0.359,0.0,0.36,0.705,146.095,4,rock,4
0.464,0.654,-9.058,0,0.0608,0.0276,1.34e-06,0.328,0.53,169.512,4,blues,4
0.525,0.578,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,4,blues,3
0.746,0.486,-7.004,1,0.0344,0.222,1.38e-06,0.123,0.417,92.018,4,pop,3
0.63,0.576,-9.046,0,0.0304,0.217,0.686,0.129,0.471,138.009,4,jazz,3
0.647,0.703,-6.55,1,0.0257,0.192,0.00256,0.0989,0.703,94.968,4,acoustic,4
0.368,0.602,-6.086,1,0.0379,0.0159,1.56e-05,0.117,0.429,80.269,4,blues,4
0.678,0.0886,-25.139,0,0.038,0.946,0.0249,0.11,0.855,96.056,4,acoustic,1
0.485,0.726,-4.2,1,0.0327,0.0603,1.75e-05,0.225,0.288,140.781,4,country,4
0.52,0.237,-10.292,1,0.0302,0.87,0.0,0.122,0.574,105.711,4,jazz,2
0.463,0.713,-7.569,0,0.0282,0.0166,0.00835,0.205,0.614,98.029,4,blues,4
0.611,0.779,-8.48,1,0.0303,0.00854,0.759,0.16,0.275,128.024,4,techno,4
0.357,0.729,-5.736,1,0.0745,0.614,0.0434,0.337,0.594,179.861,3,acoustic,4
0.571,0.438,-7.007,1,0.0279,0.534,1.56e-05,0.187,0.444,145.948,4,country,3
0.287,0.145,-19.665,0,0.0406,0.919,0.144,0.0987,0.167,101.679,4,classical,1
0.834,0.29,-16.432,0,0.256,0.0958,0.443,0.108,0.368,122.044,4,techno,2
0.607,0.572,-8.138,1,0.0274,0.604,3.53e-06,0.0915,0.744,113.928,4,rock,3
0.434,0.941,-4.663,1,0.0849,2.59e-05,0.0277,0.0833,0.251,144.06,4,classical,5
0.233,0.743,-7.163,0,0.0517,0.00521,0.000197,0.715,0.158,88.137,4,pop,4
0.576,0.955,-3.122,1,0.0458,0.0297,0.0,0.054,0.752,124.972,4,metal,5
0.569,0.332,-10.313,1,0.0292,0.861,0.0321,0.0877,0.297,101.699,4,jazz,2
0.448,0.885,-3.755,1,0.0562,0.111,3.65e-06,0.0476,0.134,178.151,4,acoustic,5
0.338,0.98,-4.156,0,0.292,0.00055,0.0,0.363,0.309,158.042,4,metal,5
0.73,0.266,-15.101,1,0.0357,0.649,0.000111,0.13,0.487,129.933,4,acoustic,2
0.219,0.0305,-29.161,0,0.0406,0.953,0.948,0.11,0.0528,86.457,3,classical,1
0.741,0.853,-10.141,0,0.0406,0.00706,0.831,0.0757,0.124,123.998,4,techno,5
0.669,0.861,-3.547,1,0.0929,0.0273,0.0,0.0586,0.72,133.82,4,country,5
0.474,0.387,-14.416,0,0.0305,0.642,0.00557,0.143,0.545,118.486,4,rock,2
0.645,0.708,-6.456,1,0.0372,0.0766,1.33e-05,0.125,0.547,97.514,4,country,4
0.638,0.365,-15.98,0,0.0437,0.797,0.934,0.112,0.17,116.012,4,techno,2
0.774,0.597,-10.323,0,0.057,0.0003,0.84,0.281,0.194,139.945,4,techno,3
0.586,0.976,-3.272,1,0.0696,0.017,9.03e-05,0.333,0.485,116.769,4,rock,5
0.852,0.638,-9.083,0,0.123,0.0149,0.921,0.536,0.755,121.002,4,techno,4
0.577,0.807,-9.281,1,0.0449,0.00233,0.000257,0.0755,0.891,114.921,4,blues,5
0.676,0.4,-7.37,1,0.0402,0.662,0.00502,0.0489,0.498,133.399,4,jazz,2
0.581,0.528,-11.097,1,0.0458,0.165,0.911,0.0909,0.145,82.036,4,techno,3
0.591,0.495,-9.228,1,0.0337,0.287,0.0014,0.896,0.469,99.335,4,jazz,3
0.377,0.528,-11.773,1,0.0351,0.709,0.86,0.106,0.123,123.989,4,pop,3
0.389,0.0784,-22.531,1,0.0467,0.958,0.0673,0.117,0.62,183.226,4,acoustic,1
0.62,0.668,-5.719,1,0.0305,0.088,0.0,0.362,0.183,118.013,4,acoustic,4
0.691,0.672,-8.125,1,0.0447,0.147,0.945,0.104,0.707,92.787,4,jazz,4
0.448,0.969,-3.309,0,0.11,0.000129,0.000135,0.0771,0.387,92.512,4,metal,5
0.55,0.883,-5.964,1,0.0937,0.00715,0.0,0.0924,0.417,150.004,3,blues,5
0.378,0.959,-4.615,1,0.062,3.56e-05,0.000138,0.102,0.338,174.932,4,metal,5
0.676,0.869,-7.771,1,0.0864,0.0112,0.000179,0.213,0.698,123.586,4,blues,5
0.303,0.447,-12.278,1,0.033,0.0364,0.0,0.106,0.185,121.433,4,rock,3
0.704,0.749,-5.671,0,0.045,0.0588,0.0,0.0527,0.836,89.973,4,acoustic,4
0.566,0.535,-7.377,1,0.0313,0.207,1.73e-06,0.0657,0.273,124.848,4,acoustic,3
0.554,0.122,-12.692,1,0.0614,0.883,0.0,0.107,0.381,166.355,4,acoustic,1
0.6,0.663,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4,pop,4
0.627,0.232,-14.395,1,0.106,0.88,7.46e-06,0.334,0.88,85.196,4,blues,2
0.439,0.945,-2.21,1,0.138,0.00677,0.0,0.166,0.455,161.954,4,metal,5
0.693,0.367,-11.66,1,0.0323,0.351,2.9e-05,0.111,0.286,129.879,4,acoustic,2
0.646,0.741,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,4,dance,4
0.706,0.751,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,4,dance,4
0.158,0.575,-9.295,0,0.0512,0.759,0.941,0.316,0.246,64.305,4,classical,3
0.535,0.147,-25.141,1,0.0382,0.867,0.797,0.0825,0.238,126.823,4,classical,1
0.191,0.869,-4.337,1,0.0371,0.000191,0.021,0.351,0.606,174.917,4,rock,5
0.721,0.88,-3.896,0,0.0454,0.191,0.0,0.0769,0.655,110.021,4,dance,5
0.522,0.14,-15.774,1,0.0444,0.988,0.898,0.126,0.131,105.36,4,jazz,1
0.536,0.643,-6.888,1,0.0357,0.177,0.0308,0.417,0.479,82.898,4,blues,4
0.636,0.54,-6.632,1,0.0284,0.77,9.36e-06,0.343,0.584,132.779,4,acoustic,3
0.399,0.277,-15.422,0,0.0357,0.875,0.638,0.113,0.127,80.465,4,jazz,2
0.692,0.944,-2.846,1,0.0322,0.0817,0.0,0.574,0.774,115.148,4,country,5
0.665,0.678,-4.122,0,0.0315,0.00156,0.0,0.474,0.682,131.986,4,pop,4
0.558,0.783,-7.8,1,0.137,0.0242,0.0,0.0652,0.593,129.91,4,acoustic,4
0.516,0.463,-11.459,1,0.0332,0.462,0.00575,0.122,0.229,77.878,4,blues,3
0.723,0.504,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,4,pop,3
0.752,0.764,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,4,dance,4
0.524,0.542,-5.855,1,0.0304,0.269,0.0,0.119,0.17,139.703,4,acoustic,3
0.485,0.328,-12.421,0,0.0315,0.429,0.000256,0.106,0.456,130.397,4,blues,2
0.419,0.785,-4.483,0,0.0313,0.0289,0.0,0.0799,0.332,152.053,4,metal,4
0.44,0.00217,-44.761,0,0.053,0.987,0.958,0.0731,0.473,126.92,4,classical,1
0.679,0.629,-8.074,0,0.0329,0.00453,0.799,0.0946,0.896,124.003,4,techno,4
0.744,0.434,-10.807,0,0.0845,0.583,0.0151,0.0715,0.939,173.871,3,blues,3
0.664,0.807,-11.068,1,0.0448,0.00544,0.931,0.0522,0.36,129.022,4,techno,5
0.703,0.326,-6.638,1,0.0272,0.705,0.0,0.168,0.629,79.898,4,acoustic,2
0.564,0.645,-7.106,1,0.0265,0.0563,0.0119,0.107,0.447,77.213,4,acoustic,4
0.762,0.701,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,4,dance,4
0.347,0.773,-4.46,1,0.0361,0.000657,0.000862,0.0968,0.367,108.724,4,blues,4
0.523,0.476,-6.47,0,0.0274,0.187,0.00117,0.133,0.157,129.95,4,country,3
0.897,0.308,-14.419,0,0.105,0.0321,0.91,0.132,0.566,125.659,4,techno,2
0.295,0.0326,-28.956,1,0.0566,0.994,0.931,0.15,0.0999,124.728,4,classical,1
0.633,0.12,-20.066,0,0.0428,0.971,0.871,0.121,0.456,115.51,3,jazz,1
0.276,0.0269,-28.079,0,0.0383,0.937,0.889,0.112,0.0586,137.045,3,classical,1
