danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,energy_cat
0.569,0.265,-12.436,1,0.0269,0.902,0.00152,0.094,0.424,74.235,4,jazz,2
0.568,0.844,-5.875,1,0.0505,0.000189,0.0,0.0607,0.766,116.046,4,rock,5
0.438,0.0127,-36.218,1,0.0725,0.983,0.936,0.0809,0.173,133.299,4,classical,1
0.661,0.525,-9.42,0,0.0382,0.369,5.76e-06,0.0943,0.964,91.601,4,blues,3
0.445,0.744,-7.978,1,0.0424,0.343,6.73e-05,0.167,0.48,185.199,4,country,4
0.783,0.58,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4,dance,3
0.258,0.0238,-28.865,0,0.0428,0.994,0.904,0.106,0.0757,140.596,3,classical,1
0.63,0.53,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,3,pop,3
0.64,0.957,-2.336,1,0.0741,0.0431,0.0,0.0789,0.692,134.992,4,rock,5
0.806,0.686,-7.479,1,0.0441,0.0315,0.0274,0.238,0.686,124.741,3,rock,4
0.668,0.405,-7.629,1,0.0277,0.592,0.0,0.115,0.234,131.064,4,country,3
0.286,0.0374,-23.007,1,0.0392,0.994,0.927,0.0913,0.0375,120.107,3,classical,1
0.457,0.838,-3.794,1,0.0348,0.0002,0.000102,0.888,0.359,85.989,4,metal,5
0.472,0.701,-4.563,1,0.0369,0.0387,0.0,0.107,0.515,79.805,4,country,4
0.64,0.835,-4.806,1,0.0413,0.0726,3.11e-06,0.132,0.704,109.497,4,country,5
0.76,0.977,-6.807,1,0.0404,0.00599,0.875,0.087,0.165,130.003,4,techno,5
0.478,0.898,-5.603,1,0.106,0.00193,0.0,0.0703,0.536,168.953,4,metal,5
0.521,0.459,-10.415,1,0.0312,0.645,0.0,0.0903,0.27,97.858,4,pop,3
0.518,0.987,-4.324,0,0.138,6.85e-05,0.0,0.121,0.151,95.016,4,metal,5
0.292,0.359,-9.043,1,0.0328,0.697,1.85e-05,0.108,0.228,177.334,3,jazz,2
0.449,0.00631,-36.027,0,0.041,0.996,0.902,0.112,0.0676,69.325,5,classical,1
0.622,0.593,-8.352,0,0.0916,0.163,0.0,0.0979,0.607,94.364,4,pop,3
0.303,0.917,-3.613,0,0.0834,0.00435,0.0,0.145,0.526,129.88,4,rock,5
0.219,0.151,-14.097,1,0.0366,0.933,8.35e-05,0.235,0.111,82.019,3,classical,1
0.223,0.0212,-24.983,0,0.043,0.988,0.866,0.14,0.0365,122.178,4,classical,1
0.528,0.876,-4.655,1,0.0335,0.00278,0.0992,0.364,0.375,126.007,3,pop,5
0.63,0.939,-3.293,1,0.0323,0.143,0.0149,0.115,0.629,104.993,4,blues,5
0.0979,0.0801,-19.643,1,0.0458,0.941,0.431,0.115,0.0608,75.314,4,classical,1
0.48,0.887,-4.91,1,0.0319,0.147,0.00011,0.33,0.69,92.971,4,blues,5
0.556,0.913,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,4,metal,5
0.746,0.69,-10.006,1,0.0619,0.00503,0.0,0.165,0.209,122.663,4,jazz,4
0.556,0.256,-17.505,1,0.0353,0.94,0.867,0.705,0.258,103.131,4,blues,2
0.442,0.939,-4.18,1,0.0941,0.000183,0.00589,0.0857,0.27,140.021,4,metal,5
0.529,0.496,-9.007,1,0.029,0.173,0.0,0.251,0.278,136.859,4,country,3
0.525,0.3,-8.005,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993,4,country,2
0.536,0.968,-2.373,0,0.0891,0.000831,3.05e-05,0.092,0.57,86.036,4,metal,5
0.703,0.844,-5.869,0,0.0786,0.0781,0.177,0.112,0.337,121.936,4,pop,5
0.853,0.56,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,4,pop,3
0.766,0.692,-4.672,1,0.0289,0.0825,0.0,0.0384,0.691,102.028,4,dance,4
0.413,0.912,-5.092,0,0.0878,1.49e-05,0.0203,0.14,0.497,165.156,4,techno,5
0.651,0.724,-5.457,1,0.166,0.172,0.0,0.13,0.686,144.146,4,dance,4
0.689,0.774,-4.528,1,0.0278,8.72e-05,0.0,0.0941,0.25,102.054,4,dance,4
0.774,0.773,-6.295,0,0.0413,0.0703,0.000576,0.0465,0.914,102.98,4,blues,4
0.303,0.371,-13.677,1,0.0348,0.196,0.00112,0.206,0.119,120.728,4,jazz,2
0.583,0.61,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,4,dance,4
0.664,0.609,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,4,dance,4
0.73,0.777,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,4,dance,4
0.339,0.431,-12.247,0,0.0309,0.00138,0.0,0.104,0.243,83.847,4,blues,3
0.843,0.538,-8.028,1,0.0833,0.0273,0.0,0.124,0.428,97.49,4,dance,3
0.62,0.869,-5.479,1,0.0462,0.615,0.0,0.131,0.597,126.019,4,country,5
0.63,0.729,-5.191,1,0.0331,0.148,0.0,0.292,0.64,126.984,4,country,4
0.799,0.653,-5.453,0,0.037,0.019,0.0,0.0935,0.236,104.019,4,pop,4
0.522,0.975,-5.895,0,0.0917,0.00649,3.62e-05,0.189,0.242,115.998,4,metal,5
0.678,0.351,-8.654,1,0.0265,0.747,0.0,0.355,0.568,90.029,4,acoustic,2
0.52,0.411,-12.411,1,0.0315,0.786,0.0012,0.146,0.35,120.29,4,pop,3
0.645,0.169,-15.744,1,0.0317,0.844,0.00019,0.109,0.178,167.826,4,acoustic,1
0.794,0.965,-7.133,1,0.0774,0.0197,0.29,0.34,0.652,135.957,4,techno,5
0.617,0.783,-8.568,0,0.0539,0.0875,0.405,0.106,0.0392,108.974,4,techno,4
0.894,0.678,-5.611,0,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,4,dance,4
0.596,0.904,-7.458,1,0.0352,0.797,0.823,0.1,0.971,128.498,4,acoustic,5
0.69,0.447,-13.271,1,0.0317,0.223,0.879,0.214,0.609,123.997,4,techno,3
0.807,0.783,-3.115,1,0.0964,0.351,0.0,0.14,0.592,127.996,4,dance,4
0.553,0.853,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023,4,metal,5
0.308,0.271,-10.144,1,0.0281,0.947,0.000876,0.0926,0.194,96.182,4,acoustic,2
0.365,0.466,-7.514,1,0.0418,0.161,6.68e-06,0.106,0.487,95.163,4,blues,3
0.8,0.783,-7.499,0,0.0911,0.000686,0.933,0.0881,0.186,127.002,4,techno,4
0.6,0.582,-8.969,1,0.0505,0.0065,0.831,0.0826,0.693,158.849,4,techno,3
0.426,0.888,-3.72,0,0.0987,0.000455,0.0,0.306,0.387,144.111,4,metal,5
0.741,0.92,-4.457,1,0.0516,0.182,0.122,0.0903,0.739,110.141,4,rock,5
0.698,0.651,-9.943,1,0.0574,0.0151,0.839,0.213,0.279,125.994,4,techno,4
0.96,0.59,-8.441,1,0.084,0.00026,0.487,0.111,0.69,115.99,4,techno,3
0.683,0.86,-3.398,1,0.0362,0.0942,0.0,0.156,0.742,92.012,4,acoustic,5
0.661,0.973,-2.994,0,0.037,0.11,1.74e-05,0.617,0.75,108.037,4,pop,5
0.64,0.126,-22.783,0,0.0438,0.825,0.855,0.0736,0.248,109.071,4,jazz,1
0.384,0.0681,-20.032,1,0.0424,0.992,0.936,0.108,0.0858,66.695,3,classical,1
0.598,0.864,-6.493,0,0.0352,0.00133,0.347,0.447,0.905,130.74,4,pop,5
0.57,0.207,-12.317,0,0.0744,0.821,0.0,0.106,0.581,146.886,3,acoustic,2
0.703,0.708,-4.826,1,0.122,0.0664,0.00265,0.214,0.739,80.139,4,acoustic,4
0.768,0.809,-4.204,0,0.0616,0.278,0.0,0.139,0.748,111.989,4,country,5
0.246,0.768,-7.48,1,0.0387,0.000631,0.301,0.102,0.35,169.873,4,pop,4
0.414,0.154,-14.219,1,0.0337,0.881,0.00632,0.131,0.198,181.124,4,jazz,1
0.231,0.0749,-20.969,0,0.0351,0.989,0.933,0.112,0.0735,134.312,4,classical,1
0.396,0.629,-4.78,1,0.0287,0.0328,0.0,0.183,0.358,173.794,4,dance,4
0.234,0.865,-5.131,1,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,4,metal,5
0.649,0.958,-6.576,0,0.225,9.83e-05,0.971,0.493,0.442,130.038,4,pop,5
0.649,0.791,-6.013,1,0.193,0.104,1.97e-06,0.108,0.811,128.023,4,dance,4
0.509,0.781,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,4,techno,4
0.499,0.712,-8.236,1,0.0727,0.281,1.99e-06,0.123,0.424,127.446,4,pop,4
0.464,0.963,-3.568,0,0.0484,0.00161,0.0,0.196,0.528,160.071,4,metal,5
0.728,0.327,-11.596,0,0.0999,0.0948,0.0,0.103,0.195,100.0,4,dance,2
0.518,0.201,-13.024,1,0.0298,0.824,4.16e-05,0.159,0.217,81.847,4,country,2
0.311,0.67,-5.074,1,0.0368,0.353,0.22,0.14,0.289,127.818,4,blues,4
0.441,0.863,-4.735,1,0.0565,1.52e-05,0.327,0.288,0.489,102.276,4,pop,5
0.724,0.767,-5.368,0,0.0646,0.115,0.0,0.0995,0.893,133.509,4,rock,4
0.445,0.287,-15.663,0,0.0351,0.753,0.852,0.253,0.197,56.417,4,blues,2
0.533,0.935,-3.704,1,0.128,0.0139,0.0,0.168,0.481,140.092,4,metal,5
0.693,0.549,-8.141,1,0.119,0.0109,0.0,0.0677,0.605,80.028,4,dance,3
0.535,0.548,-6.51,1,0.037,0.533,1.48e-06,0.123,0.477,115.144,3,pop,3
0.774,0.753,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,4,dance,4
0.7,0.954,-4.321,1,0.0923,0.00291,0.893,0.888,0.905,127.99,4,techno,5
0.3,0.188,-24.91,1,0.0614,0.639,0.911,0.187,0.237,182.975,3,techno,1
0.527,0.762,-3.36,0,0.078,0.22,0.000283,0.0764,0.564,82.464,4,blues,4
0.366,0.94,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,4,rock,5
0.649,0.718,-6.593,0,0.0261,0.142,0.0713,0.124,0.718,101.034,4,rock,4
0.54,0.354,-14.947,1,0.0347,0.103,0.956,0.407,0.221,104.934,4,techno,2
0.62,0.569,-7.618,1,0.03,0.838,0.483,0.235,0.789,125.93,4,blues,3
0.507,0.728,-4.874,0,0.0382,2.52e-05,7.41e-05,0.0725,0.535,138.19,4,metal,4
0.749,0.605,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,4,dance,4
0.432,0.202,-14.518,1,0.0283,0.908,0.0,0.181,0.641,100.082,3,blues,2
0.252,0.0875,-24.711,0,0.0403,0.989,0.873,0.108,0.126,135.774,3,classical,1
0.664,0.0755,-19.836,1,0.0389,0.91,0.0,0.164,0.575,80.004,1,acoustic,1
0.692,0.911,-5.098,0,0.177,0.015,7.71e-05,0.112,0.8,138.975,4,dance,5
0.563,0.847,-4.493,1,0.0468,0.0891,0.0,0.121,0.666,96.06,4,country,5
0.595,0.85,-6.647,1,0.0367,0.000213,0.0,0.0961,0.894,107.025,4,pop,5
0.255,0.625,-8.31,1,0.0323,0.63,0.000211,0.0976,0.191,84.611,4,acoustic,4
0.658,0.331,-11.897,1,0.0473,0.854,0.00575,0.0604,0.4,139.457,4,acoustic,2
0.727,0.552,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,4,dance,3
0.279,0.742,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,4,rock,4
0.481,0.94,-5.204,1,0.066,0.000891,0.0,0.0939,0.66,96.493,4,pop,5
0.444,0.00655,-31.751,0,0.0422,0.994,0.869,0.0675,0.341,97.541,4,classical,1
0.758,0.0489,-17.422,1,0.042,0.952,0.000182,0.118,0.42,125.1,4,acoustic,1
0.33,0.122,-13.587,1,0.0537,0.728,0.0,0.122,0.307,187.067,5,jazz,1
0.652,0.719,-7.251,1,0.033,0.0353,0.0,0.108,0.24,94.969,4,country,4
0.496,0.465,-10.03,1,0.0421,0.0325,0.706,0.0648,0.0781,117.0,4,techno,3
0.883,0.638,-7.894,1,0.0631,0.000849,0.9,0.0923,0.489,124.998,4,techno,4
0.462,0.538,-5.527,1,0.059,0.0137,0.0,0.429,0.405,139.256,4,rock,3
0.597,0.86,-2.315,1,0.0461,0.196,0.0,0.087,0.818,172.064,4,country,5
0.628,0.698,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,dance,4
0.456,0.573,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,4,pop,3
0.558,0.897,-8.977,1,0.0432,0.000427,0.0678,0.302,0.411,130.029,4,pop,5
0.626,0.88,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,4,dance,5
0.455,0.437,-8.863,0,0.0528,0.509,4.38e-05,0.094,0.639,185.026,3,acoustic,3
0.518,0.729,-7.193,0,0.0452,0.183,0.0,0.0643,0.343,156.879,4,rock,4
0.443,0.404,-7.92,1,0.0301,0.528,0.0,0.177,0.154,59.554,4,acoustic,3
0.536,0.89,-5.222,1,0.0375,0.078,0.0202,0.131,0.273,121.974,4,acoustic,5
0.714,0.561,-8.09,1,0.0263,0.0203,0.848,0.0819,0.955,91.99,4,jazz,3
0.769,0.53,-13.41,1,0.207,0.607,0.88,0.121,0.35,103.997,4,techno,3
0.582,0.302,-11.624,1,0.0353,0.947,0.0107,0.0931,0.642,94.288,4,blues,2
0.597,0.517,-12.61,1,0.0292,0.405,0.0011,0.121,0.555,124.417,4,rock,3
0.636,0.815,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,4,dance,5
0.51,0.929,-4.685,1,0.0456,0.0608,5.39e-06,0.101,0.438,122.036,4,country,5
0.689,0.521,-5.845,1,0.132,0.119,8.41e-05,0.108,0.178,95.055,4,pop,3
0.527,0.333,-13.02,1,0.0315,0.909,0.162,0.111,0.164,94.952,4,acoustic,2
0.432,0.897,-4.302,1,0.103,7.83e-05,0.0,0.0455,0.72,144.257,4,pop,5
0.826,0.771,-8.385,0,0.0558,0.0275,0.00817,0.128,0.133,123.979,4,techno,4
0.366,0.408,-4.85,1,0.0301,0.81,0.0,0.328,0.378,108.819,3,jazz,3
0.686,0.576,-6.633,1,0.0284,0.443,1.66e-05,0.212,0.72,83.969,4,country,3
0.606,0.652,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155,4,rock,4
0.539,0.836,-6.903,0,0.0322,0.00279,0.062,0.181,0.647,133.468,4,rock,5
0.0886,0.00191,-36.502,0,0.0424,0.972,0.757,0.113,0.18,66.488,3,classical,1
0.651,0.663,-5.569,0,0.0281,0.228,0.0,0.0994,0.465,102.0,4,rock,4
0.501,0.318,-11.008,1,0.0293,0.692,0.119,0.714,0.478,105.684,4,blues,2
0.437,0.954,-5.783,0,0.0578,0.137,0.922,0.378,0.0397,129.996,4,techno,5
0.272,0.281,-7.634,1,0.0287,0.388,2.29e-05,0.158,0.141,89.914,4,metal,2
0.581,0.271,-10.963,1,0.0352,0.0703,0.0048,0.187,0.269,123.625,4,country,2
0.697,0.939,-6.057,0,0.0578,0.0514,0.000107,0.17,0.797,125.785,4,techno,5
0.299,0.638,-7.418,1,0.032,0.00302,5.22e-06,0.36,0.0398,92.507,4,rock,4
0.459,0.83,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,4,metal,5
0.643,0.79,-6.079,1,0.0462,0.294,0.0,0.107,0.8,95.987,4,rock,4
0.828,0.58,-4.395,1,0.0941,0.0255,0.0,0.103,0.407,89.973,4,dance,3
0.416,0.988,-3.466,1,0.113,0.000839,0.0,0.137,0.47,174.995,4,metal,5
0.603,0.73,-8.211,1,0.0712,0.372,0.0,0.111,0.676,118.893,4,blues,4
0.566,0.366,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959,4,pop,2
0.757,0.396,-11.707,1,0.0608,0.0118,0.878,0.116,0.645,85.554,4,jazz,2
0.717,0.653,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,4,dance,4
0.235,0.965,-2.882,0,0.28,0.00887,0.0,0.0448,0.322,185.278,4,metal,5
0.304,0.17,-14.944,1,0.0432,0.991,0.942,0.121,0.184,82.663,4,classical,1
0.0818,0.0218,-28.778,0,0.0409,0.965,0.841,0.104,0.0616,172.879,3,classical,1
0.672,0.82,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,4,dance,5
0.547,0.335,-9.2,0,0.0307,0.747,0.0,0.101,0.474,115.838,3,rock,2
0.7,0.664,-8.786,1,0.323,0.606,1.81e-06,0.28,0.965,102.658,4,country,4
0.407,0.896,-2.935,1,0.063,0.012,0.0,0.196,0.156,138.697,3,metal,5
0.904,0.944,-2.626,1,0.138,0.0339,0.00592,0.075,0.931,131.599,4,dance,5
0.197,0.875,-6.129,1,0.0948,0.00267,0.458,0.199,0.258,158.722,4,rock,5
0.705,0.606,-7.047,1,0.0243,0.159,0.00149,0.242,0.876,98.001,4,country,4
0.499,0.994,-3.961,1,0.101,0.000512,0.0,0.0623,0.371,74.011,4,metal,5
0.733,0.899,-4.237,1,0.143,0.00496,4.72e-05,0.372,0.76,127.086,4,dance,5
0.232,0.0592,-23.594,1,0.0442,0.989,0.941,0.0906,0.102,90.083,4,classical,1
0.452,0.574,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,4,dance,3
0.473,0.541,-5.375,1,0.0304,0.654,0.00288,0.0867,0.534,94.945,4,jazz,3
0.497,0.894,-6.628,0,0.0307,0.0014,0.0,0.0754,0.545,156.074,4,metal,5
0.681,0.676,-11.41,1,0.037,0.729,0.924,0.1,0.452,94.985,4,jazz,4
0.579,0.812,-6.509,0,0.0693,0.00114,0.00333,0.115,0.278,152.002,4,rock,5
0.457,0.964,-2.963,1,0.0656,0.0001,0.00811,0.67,0.372,111.972,4,metal,5
0.636,0.233,-16.488,1,0.0393,0.811,0.149,0.154,0.961,176.09,4,rock,2
0.787,0.876,-5.789,1,0.122,0.000342,5.98e-05,0.137,0.324,123.968,4,techno,5
0.658,0.814,-4.631,1,0.0558,0.229,0.00676,0.216,0.69,108.016,4,blues,5
0.447,0.557,-9.92,1,0.035,0.35,0.0145,0.11,0.43,152.058,4,blues,3
0.919,0.506,-7.14,1,0.304,0.132,0.0,0.0771,0.273,97.465,4,dance,3
0.73,0.646,-8.2,0,0.0375,0.568,0.832,0.0704,0.823,83.025,4,jazz,4
0.382,0.235,-13.537,1,0.0459,0.797,0.0,0.323,0.379,184.617,3,blues,2
0.655,0.952,-5.182,0,0.161,0.0579,1.72e-06,0.944,0.47,139.986,4,pop,5
0.739,0.85,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,4,rock,5
0.893,0.787,-4.732,1,0.127,0.0196,0.0,0.0418,0.577,105.019,4,pop,4
0.681,0.512,-8.221,0,0.0317,0.71,0.00124,0.0936,0.576,128.018,4,acoustic,3
0.562,0.934,-5.562,1,0.0607,0.00211,0.0,0.199,0.558,103.042,4,country,5
0.6,0.374,-14.046,1,0.0264,0.773,0.000169,0.112,0.556,95.023,3,pop,2
0.438,0.99,-3.89,0,0.108,0.0651,0.0222,0.359,0.452,131.306,4,metal,5
0.506,0.0864,-14.38,1,0.0404,0.849,0.0,0.135,0.463,107.214,3,acoustic,1
0.64,0.669,-5.939,1,0.036,0.0922,0.541,0.0633,0.198,115.003,4,jazz,4
0.661,0.954,-1.866,0,0.128,0.0519,0.000667,0.22,0.332,141.911,4,techno,5
0.52,0.775,-5.803,1,0.0348,0.034,0.0,0.364,0.382,136.028,4,pop,4
0.7,0.758,-3.012,0,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,4,pop,4
0.449,0.956,-4.011,0,0.0398,0.000347,0.0,0.325,0.321,97.011,4,metal,5
0.585,0.828,-3.646,1,0.032,0.00172,0.0,0.097,0.753,109.01,4,acoustic,5
0.352,0.169,-11.223,1,0.031,0.832,0.0,0.243,0.166,129.133,4,acoustic,1
0.591,0.935,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043,4,dance,5
0.641,0.721,-6.788,0,0.0451,0.413,7.15e-06,0.246,0.753,67.055,4,blues,4
0.677,0.52,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862,4,dance,3
0.62,0.652,-5.701,1,0.0312,0.015,5.77e-06,0.0835,0.204,109.988,4,acoustic,4
0.517,0.907,-4.384,1,0.0907,0.000328,0.64,0.246,0.264,129.627,4,rock,5
0.269,0.41,-7.521,1,0.0321,0.405,2.21e-06,0.122,0.119,171.262,3,country,3
0.239,0.268,-18.225,0,0.0449,0.339,0.719,0.0671,0.15,179.438,3,acoustic,2
0.624,0.306,-11.831,1,0.0318,0.634,2.67e-05,0.0632,0.227,139.912,4,blues,2
0.558,0.0214,-37.894,1,0.0467,0.976,0.953,0.0815,0.0571,87.632,4,classical,1
0.499,0.966,-4.679,1,0.11,0.000329,6.1e-05,0.151,0.215,138.042,4,metal,5
0.65,0.299,-10.76,1,0.03,0.605,0.0118,0.219,0.294,123.597,4,jazz,2
0.499,0.0808,-17.369,0,0.0427,0.989,0.799,0.0723,0.216,95.37,4,jazz,1
0.759,0.159,-13.035,1,0.0453,0.957,0.000472,0.103,0.329,115.945,3,acoustic,1
0.401,0.802,-5.646,1,0.0291,0.0236,0.0,0.224,0.326,163.987,4,acoustic,5
0.562,0.649,-5.4,1,0.0494,0.231,0.0,0.341,0.376,145.913,4,country,4
0.694,0.404,-5.654,1,0.0393,0.889,0.000133,0.099,0.504,98.429,4,jazz,3
0.525,0.51,-8.28,1,0.109,0.211,0.0,0.694,0.638,150.065,4,jazz,3
0.666,0.87,-5.004,0,0.246,0.203,0.0,0.0851,0.9,160.014,4,dance,5
0.483,0.303,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,3,acoustic,2
0.516,0.349,-17.879,1,0.0866,0.688,3.05e-05,0.554,0.701,106.366,4,blues,2
0.51,0.134,-15.982,1,0.0307,0.895,0.00692,0.0787,0.134,110.962,4,acoustic,1
0.654,0.426,-16.973,1,0.0321,0.206,0.309,0.253,0.693,97.994,4,blues,3
0.589,0.558,-6.908,1,0.0314,0.567,0.0,0.102,0.466,133.271,4,jazz,3
0.369,0.995,-2.584,0,0.12,7.6e-05,0.00589,0.241,0.27,185.985,4,metal,5
0.753,0.326,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,3,rock,2
0.59,0.903,-4.478,0,0.0363,0.0232,0.0,0.0786,0.542,107.023,4,dance,5
0.522,0.0419,-18.422,1,0.0494,0.974,0.875,0.0893,0.154,135.848,3,jazz,1
0.706,0.697,-8.455,0,0.0361,0.316,0.763,0.0681,0.377,123.993,4,jazz,4
0.247,0.874,-3.398,0,0.0545,6.2e-06,0.0709,0.411,0.305,138.686,4,blues,5
0.55,0.587,-6.279,1,0.0329,0.354,0.0,0.128,0.466,165.975,4,dance,3
0.755,0.515,-11.413,1,0.0646,0.159,0.769,0.102,0.27,127.001,4,techno,3
0.756,0.28,-14.27,1,0.0296,0.616,0.00033,0.414,0.695,109.413,4,country,2
0.404,0.571,-5.069,1,0.0303,0.182,2.08e-05,0.129,0.29,147.01,4,acoustic,3
0.693,0.701,-7.752,1,0.0342,0.515,3.04e-06,0.141,0.833,101.324,4,acoustic,4
0.213,0.977,-5.426,1,0.102,0.000264,0.061,0.151,0.212,173.012,4,pop,5
0.256,0.965,-3.041,0,0.0926,0.0729,0.0,0.274,0.548,157.034,3,metal,5
0.299,0.809,-3.618,0,0.0525,0.00834,0.00359,0.177,0.308,132.755,4,blues,5
0.587,0.686,-6.448,1,0.0327,0.14,0.0,0.123,0.33,127.936,4,acoustic,4
0.25,0.135,-18.615,1,0.0488,0.958,0.0349,0.0477,0.179,94.404,4,classical,1
0.742,0.883,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,4,dance,5
0.52,0.894,-8.807,1,0.0356,0.0324,0.848,0.104,0.0913,140.035,4,techno,5
0.511,0.903,-3.163,1,0.0397,0.052,0.000529,0.304,0.898,161.992,4,country,5
0.406,0.946,-5.056,1,0.0999,0.0301,0.00059,0.976,0.441,89.912,4,rock,5
0.721,0.738,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4,dance,4
0.672,0.82,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,4,pop,5
0.778,0.317,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,4,pop,2
0.442,0.846,-5.214,1,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,4,metal,5
0.618,0.846,-7.893,0,0.0272,0.111,0.000786,0.0658,0.922,122.698,4,rock,5
0.425,0.983,-3.437,1,0.114,0.000263,0.0,0.114,0.513,149.95,4,metal,5
0.665,0.628,-6.297,1,0.026,0.00502,2.02e-05,0.0947,0.551,121.979,4,dance,4
0.644,0.0268,-19.54,1,0.208,0.989,0.952,0.0885,0.11,69.536,4,jazz,1
0.543,0.808,-5.484,1,0.0407,7.19e-05,0.00336,0.114,0.472,95.19,4,metal,5
0.375,0.139,-19.789,0,0.0324,0.977,8.61e-06,0.0984,0.0878,75.993,3,jazz,1
0.489,0.561,-7.933,1,0.0274,0.2,4.56e-05,0.179,0.238,83.457,3,acoustic,3
0.643,0.638,-4.947,0,0.0407,0.205,0.0,0.0707,0.601,82.0,4,acoustic,4
0.302,0.579,-9.209,1,0.0395,0.451,0.202,0.134,0.653,145.38,4,rock,3
0.713,0.347,-11.871,0,0.0576,0.838,0.937,0.111,0.372,84.007,4,jazz,2
0.116,0.85,-7.563,1,0.0739,0.166,0.298,0.212,0.176,61.997,4,acoustic,5
0.764,0.521,-11.174,1,0.0937,0.00232,0.000411,0.0751,0.512,174.009,4,techno,3
0.622,0.805,-6.618,1,0.202,0.274,0.000105,0.113,0.771,89.981,4,acoustic,5
0.951,0.6,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,4,dance,3
0.16,0.00726,-39.362,1,0.0436,0.971,0.952,0.139,0.0336,86.12,5,classical,1
0.435,0.934,-5.607,1,0.0747,0.00933,0.00299,0.0988,0.262,135.068,4,classical,5
0.477,0.85,-4.517,1,0.0601,5.37e-05,0.000113,0.224,0.533,91.964,4,metal,5
0.338,0.859,-4.938,0,0.0824,0.00122,0.211,0.0936,0.504,92.966,4,metal,5
0.678,0.429,-13.281,1,0.0953,0.000771,0.854,0.108,0.354,181.898,4,techno,3
0.661,0.183,-12.854,0,0.029,0.894,0.00104,0.0859,0.508,94.911,4,blues,1
0.511,0.519,-8.323,1,0.0309,0.000497,0.864,0.116,0.249,98.185,3,rock,3
0.743,0.873,-4.943,0,0.0507,0.14,0.0,0.142,0.965,125.005,5,dance,5
0.57,0.296,-15.492,1,0.0349,0.895,0.0353,0.115,0.201,139.413,4,acoustic,2
0.48,0.785,-7.765,1,0.0294,0.12,5.23e-06,0.138,0.921,151.752,4,pop,4
0.64,0.743,-6.256,0,0.136,0.0152,0.0,0.245,0.618,150.054,4,jazz,4
0.469,0.722,-4.806,1,0.0326,0.232,0.0,0.123,0.529,85.984,4,country,4
0.303,0.129,-15.069,1,0.0301,0.89,0.00776,0.123,0.155,84.167,4,rock,1
0.23,0.163,-14.909,1,0.0351,0.97,0.00424,0.262,0.102,102.777,3,jazz,1
0.567,0.665,-4.465,0,0.0256,0.0714,0.0,0.177,0.598,97.815,4,acoustic,4
0.678,0.839,-3.617,1,0.0394,0.0379,0.0,0.0742,0.772,104.952,4,country,5
0.687,0.748,-4.54,1,0.0785,0.24,0.0,0.373,0.872,88.944,4,acoustic,4
0.531,0.664,-4.428,1,0.0304,0.000261,0.0,0.205,0.215,135.3,4,metal,4
0.62,0.858,-9.891,1,0.0433,0.084,8.74e-05,0.691,0.723,124.938,4,blues,5
