danceability,key,mode,speechiness,liveness,tempo,time_signature,genre
0.758,7,1,0.0639,0.151,142.994,4,techno
0.8,2,1,0.0641,0.0967,127.006,4,techno
0.677,1,0,0.0401,0.041,185.925,3,techno
0.778,7,1,0.04,0.0854,124.005,4,techno
0.945,6,0,0.044,0.147,124.996,4,techno
0.883,0,1,0.0631,0.0923,124.998,4,techno
0.583,0,0,0.0499,0.089,109.999,4,techno
0.425,0,0,0.0353,0.133,116.99,4,techno
0.567,4,1,0.0314,0.0992,125.007,4,techno
0.501,7,1,0.0973,0.0993,181.955,3,techno
0.635,4,0,0.0303,0.234,85.036,4,techno
0.803,9,0,0.0429,0.0566,125.99,4,techno
0.699,9,0,0.0395,0.218,96.019,4,techno
0.823,2,1,0.0479,0.113,125.016,4,techno
0.646,0,0,0.0306,0.113,125.987,4,techno
0.809,7,1,0.0648,0.113,125.008,4,techno
0.425,8,0,0.114,0.161,150.038,4,techno
0.749,4,1,0.108,0.111,131.997,4,techno
0.719,1,0,0.0404,0.108,126.023,3,techno
0.611,1,0,0.0316,0.102,122.982,4,techno
0.728,5,0,0.0525,0.0654,124.005,4,techno
0.611,7,1,0.0509,0.0897,119.943,4,techno
0.634,1,1,0.216,0.18,150.057,4,techno
0.639,0,1,0.0636,0.111,98.384,4,acoustic
0.62,1,1,0.0248,0.19,98.032,4,acoustic
0.507,9,0,0.0358,0.113,115.588,4,acoustic
0.659,9,1,0.0304,0.206,78.088,4,acoustic
0.655,1,1,0.045,0.0953,91.494,4,acoustic
0.496,0,1,0.0301,0.126,78.068,4,acoustic
0.587,2,1,0.0383,0.107,83.021,4,acoustic
0.298,5,1,0.035,0.101,85.708,4,acoustic
0.674,8,1,0.0496,0.109,75.07,4,acoustic
0.71,0,1,0.133,0.283,90.263,4,acoustic
0.675,6,1,0.0273,0.375,120.015,4,acoustic
0.644,7,1,0.0385,0.231,79.022,4,acoustic
0.429,7,1,0.0299,0.127,154.086,4,acoustic
0.717,2,1,0.0278,0.184,130.543,4,acoustic
0.572,0,1,0.0241,0.528,78.009,4,acoustic
0.409,6,1,0.0456,0.615,108.412,5,acoustic
0.402,5,1,0.0295,0.114,100.044,3,acoustic
0.502,5,1,0.0308,0.0953,119.236,4,acoustic
0.455,11,1,0.0351,0.107,80.527,4,acoustic
0.737,1,1,0.0349,0.0932,110.103,4,acoustic
0.486,0,1,0.0405,0.115,95.066,3,acoustic
0.734,7,1,0.0316,0.28,105.98,4,acoustic
0.381,0,0,0.0472,0.0842,123.663,4,acoustic
0.309,6,1,0.0377,0.112,175.293,4,acoustic
0.522,10,1,0.0539,0.0967,82.513,4,acoustic
0.599,3,1,0.0292,0.497,137.948,4,acoustic
0.642,1,1,0.0423,0.103,111.701,4,acoustic
0.74,0,1,0.107,0.0881,119.996,4,acoustic
0.444,8,1,0.0391,0.102,76.959,1,acoustic
0.498,0,1,0.0487,0.171,121.187,4,acoustic
0.44,0,1,0.0473,0.0968,83.815,4,acoustic
0.686,2,1,0.0358,0.185,97.987,4,acoustic
0.66,7,1,0.0571,0.109,133.86,4,acoustic
0.417,2,1,0.0393,0.236,94.522,4,acoustic
0.379,11,1,0.0338,0.11,126.419,1,acoustic
0.519,0,1,0.0601,0.237,140.354,4,acoustic
0.62,11,0,0.0274,0.108,98.558,3,acoustic
0.471,0,1,0.0326,0.215,169.776,4,acoustic
0.774,5,1,0.0285,0.0816,127.983,4,acoustic
0.716,6,1,0.0462,0.0914,93.012,4,acoustic
0.69,9,1,0.0356,0.0968,115.671,4,acoustic
0.344,10,1,0.0542,0.129,83.826,4,acoustic
0.353,5,0,0.0365,0.109,96.014,1,acoustic
0.702,10,1,0.11,0.11,179.78,4,acoustic
0.759,7,1,0.0294,0.0962,120.036,4,acoustic
0.457,6,1,0.0339,0.107,147.824,3,acoustic
0.438,1,0,0.04,0.0998,136.418,4,acoustic
0.483,9,1,0.0443,0.376,94.236,4,acoustic
0.721,0,1,0.0502,0.133,124.868,4,acoustic
0.589,2,1,0.0772,0.111,119.982,4,acoustic
0.693,1,1,0.0372,0.0995,88.972,4,blues
0.368,1,1,0.0279,0.102,170.725,4,blues
0.447,0,1,0.0411,0.112,156.707,3,blues
0.273,4,0,0.136,0.215,104.948,3,blues
0.671,6,1,0.0511,0.168,126.02,4,blues
0.927,11,0,0.134,0.0863,104.971,4,blues
0.746,9,1,0.0583,0.296,121.921,4,blues
0.465,1,0,0.0302,0.737,96.681,4,blues
0.58,9,1,0.061,0.182,121.225,4,blues
0.514,9,1,0.0362,0.729,105.976,4,blues
0.775,1,0,0.0384,0.321,112.009,4,blues
0.447,9,1,0.0612,0.974,100.575,4,blues
0.689,0,1,0.0501,0.162,150.023,4,blues
0.367,7,1,0.109,0.351,157.68,4,blues
0.633,10,0,0.0507,0.366,89.957,4,blues
0.729,0,1,0.0843,0.252,123.858,4,blues
0.648,1,1,0.0686,0.136,130.073,4,blues
0.536,11,0,0.0432,0.16,94.734,4,blues
0.45,6,0,0.207,0.286,118.701,4,blues
0.438,3,0,0.0373,0.0888,176.0,4,blues
0.485,4,1,0.0292,0.0935,111.662,3,blues
0.719,8,1,0.0403,0.111,128.0,4,blues
0.554,9,1,0.0316,0.236,99.421,4,blues
0.57,4,0,0.035,0.113,125.245,4,blues
0.371,11,0,0.0651,0.115,169.948,4,blues
0.691,2,1,0.114,0.106,129.982,4,blues
0.444,4,1,0.123,0.547,150.134,4,blues
0.666,0,1,0.344,0.199,119.959,4,blues
0.758,4,1,0.258,0.4,87.954,4,blues
0.611,7,1,0.026,0.196,101.037,4,blues
0.566,1,1,0.0328,0.109,126.109,3,blues
0.515,5,0,0.0626,0.36,150.003,4,blues
0.462,11,0,0.311,0.339,166.007,4,blues
0.782,2,1,0.0672,0.129,90.049,4,blues
0.605,10,0,0.149,0.15,137.487,4,blues
0.576,2,1,0.0351,0.571,83.996,4,blues
0.465,2,1,0.0313,0.255,96.123,4,blues
0.557,10,1,0.0364,0.119,127.953,4,blues
0.404,11,0,0.0551,0.0917,170.074,4,blues
0.592,2,1,0.036,0.0903,138.564,4,blues
0.572,9,1,0.197,0.044,205.986,4,blues
0.654,11,1,0.0883,0.0798,129.976,4,blues
0.281,9,0,0.0317,0.0896,79.299,4,blues
0.492,6,0,0.118,0.131,166.03,4,blues
0.418,11,1,0.0409,0.12,116.913,3,blues
0.657,7,1,0.0253,0.0932,94.008,4,blues
0.759,10,0,0.0448,0.0917,80.619,4,blues
0.643,7,1,0.0288,0.0971,113.115,4,blues
0.437,5,1,0.0351,0.222,77.678,4,blues
0.522,4,0,0.0372,0.299,92.889,4,blues
0.324,2,1,0.0476,0.105,85.297,4,classical
0.0921,7,1,0.0513,0.195,166.979,3,classical
0.46,1,1,0.0503,0.0952,71.743,4,classical
0.213,7,1,0.0467,0.0699,65.023,3,classical
0.415,1,1,0.0496,0.107,136.191,4,classical
0.0979,8,1,0.0458,0.115,75.314,4,classical
0.219,10,1,0.0467,0.14,161.139,4,classical
0.3,8,1,0.0449,0.138,63.821,3,classical
0.349,0,0,0.0463,0.132,140.422,3,classical
0.168,8,1,0.0404,0.068,78.043,3,classical
0.222,10,0,0.0385,0.231,128.662,4,classical
0.321,4,0,0.0362,0.09,104.311,4,classical
0.285,3,0,0.0435,0.0582,72.32,3,classical
0.314,0,1,0.0597,0.0894,138.554,4,classical
0.35,2,1,0.0374,0.14,113.544,4,classical
0.399,3,1,0.0431,0.11,138.428,3,classical
0.299,9,0,0.0469,0.073,168.963,5,classical
0.354,4,0,0.0399,0.124,82.627,4,classical
0.168,8,1,0.0404,0.068,78.043,3,classical
0.253,3,1,0.0344,0.109,65.125,3,classical
0.366,6,0,0.0378,0.331,94.159,5,classical
0.266,2,1,0.0522,0.0918,140.499,4,classical
0.369,4,1,0.0326,0.0959,105.975,3,classical
0.171,7,0,0.044,0.128,116.418,4,classical
0.421,7,0,0.0388,0.106,123.711,4,classical
0.415,1,1,0.0496,0.107,136.191,4,classical
0.347,3,1,0.0428,0.104,71.763,3,classical
0.0975,9,0,0.0471,0.0603,87.152,4,classical
0.357,9,1,0.039,0.0886,138.664,4,classical
0.608,5,1,0.0665,0.0731,133.858,4,classical
0.332,9,1,0.0349,0.111,140.784,4,classical
0.569,6,0,0.0359,0.114,136.007,3,classical
0.253,11,0,0.0437,0.122,84.865,4,classical
0.392,6,0,0.0424,0.081,74.963,4,classical
0.509,3,1,0.0359,0.121,72.702,3,classical
0.115,8,1,0.0404,0.0896,87.855,3,classical
0.285,3,1,0.0314,0.106,92.407,4,classical
0.0769,2,1,0.045,0.113,176.329,4,classical
0.454,1,1,0.0493,0.103,116.398,4,classical
0.407,3,1,0.0454,0.0773,83.061,4,classical
0.283,1,1,0.0394,0.105,70.338,3,classical
0.444,5,1,0.0395,0.0983,132.664,3,classical
0.331,4,0,0.0362,0.0968,66.628,4,classical
0.243,2,1,0.0501,0.126,125.052,4,classical
0.425,11,0,0.0477,0.0861,150.252,3,classical
0.506,7,1,0.0379,0.108,61.149,4,classical
0.281,6,1,0.0348,0.0995,90.25,1,classical
0.235,3,1,0.0318,0.125,167.29,3,classical
0.424,11,1,0.0399,0.0894,74.805,4,classical
0.512,2,1,0.0299,0.0975,81.354,4,classical
0.487,0,1,0.0253,0.0933,151.964,4,country
0.602,9,1,0.032,0.173,183.89,4,country
0.727,7,1,0.0726,0.126,86.97,4,country
0.466,6,1,0.0429,0.114,75.998,4,country
0.519,2,1,0.0259,0.149,89.957,4,country
0.574,6,1,0.0485,0.111,105.034,4,country
0.639,11,1,0.0362,0.0854,126.047,4,country
0.643,4,1,0.0462,0.107,95.987,4,country
0.394,8,1,0.0627,0.0747,203.918,4,country
0.653,8,1,0.0244,0.285,100.021,4,country
0.598,6,1,0.0355,0.113,144.04,4,country
0.51,6,1,0.0456,0.101,122.036,4,country
0.638,10,1,0.0315,0.0695,89.124,4,country
0.591,10,1,0.0366,0.142,118.024,4,country
0.623,7,1,0.0473,0.226,81.949,4,country
0.528,7,1,0.0337,0.304,155.759,4,country
0.533,6,1,0.0356,0.335,102.017,4,country
0.596,9,1,0.0358,0.291,76.042,4,country
0.643,4,1,0.0461,0.107,95.981,4,country
0.326,0,1,0.0347,0.127,119.977,4,country
0.727,7,1,0.0743,0.596,106.021,4,country
0.375,0,1,0.029,0.105,78.516,4,country
0.657,5,1,0.0287,0.123,136.97,4,country
0.562,9,1,0.0494,0.341,145.913,4,country
0.617,6,0,0.0258,0.0924,91.541,4,country
0.57,10,1,0.0445,0.159,138.034,4,country
0.53,4,1,0.0327,0.11,150.05,4,country
0.736,5,1,0.0316,0.148,98.977,4,country
0.617,6,0,0.0258,0.0924,91.541,4,country
0.58,7,1,0.0267,0.277,148.108,4,country
0.352,4,1,0.0336,0.107,73.104,3,country
0.621,7,0,0.0269,0.213,127.036,4,country
0.63,3,1,0.0299,0.103,149.23,4,country
0.557,7,1,0.026,0.119,125.956,3,country
0.677,0,1,0.027,0.249,83.087,3,country
0.543,1,1,0.0311,0.329,124.053,3,country
0.429,3,1,0.032,0.146,128.49,4,country
0.563,1,1,0.0468,0.121,96.06,4,country
0.516,2,1,0.0774,0.275,186.006,3,country
0.547,9,1,0.0448,0.136,142.118,4,country
0.689,4,1,0.045,0.57,130.069,4,country
0.581,7,1,0.039,0.169,148.318,4,country
0.721,1,1,0.0365,0.112,131.935,4,country
0.604,11,1,0.0413,0.0583,118.041,4,country
0.591,7,1,0.0466,0.208,81.995,4,country
0.77,0,0,0.0445,0.106,99.428,4,country
0.57,5,1,0.0304,0.147,81.084,4,country
0.621,3,0,0.0262,0.107,80.993,4,country
0.521,6,1,0.0351,0.0741,149.977,4,country
0.789,11,1,0.0352,0.0985,121.003,4,country
0.653,11,0,0.0502,0.203,83.97,4,dance
0.702,6,0,0.0601,0.0674,102.977,4,dance
0.737,0,1,0.0878,0.0931,144.015,4,dance
0.765,11,1,0.0512,0.0824,111.033,4,dance
0.83,0,1,0.094,0.248,109.978,4,dance
0.702,6,0,0.0601,0.0674,102.977,4,dance
0.695,6,0,0.0753,0.213,103.014,4,dance
0.597,8,1,0.0418,0.382,178.765,3,dance
0.817,10,0,0.108,0.108,126.984,4,dance
0.707,10,0,0.222,0.202,125.989,4,dance
0.789,10,0,0.0652,0.166,116.965,4,dance
0.755,0,0,0.145,0.25,94.148,4,dance
0.487,0,0,0.0555,0.1,131.798,4,dance
0.734,8,1,0.0662,0.0489,122.953,4,dance
0.488,4,1,0.0436,0.21,102.819,4,dance
0.798,8,0,0.232,0.112,120.031,4,dance
0.637,1,0,0.0405,0.124,129.857,4,dance
0.793,11,0,0.083,0.0951,123.95,4,dance
0.72,1,1,0.0473,0.166,133.002,4,dance
0.914,8,0,0.241,0.107,94.066,4,dance
0.688,7,1,0.0385,0.0989,116.912,3,dance
0.63,4,1,0.0457,0.0541,93.995,4,dance
0.617,8,0,0.12,0.135,135.781,4,dance
0.614,9,0,0.07,0.121,116.001,4,dance
0.707,4,0,0.0387,0.383,119.987,4,dance
0.849,0,1,0.113,0.618,104.027,4,dance
0.591,2,1,0.0277,0.109,110.94,4,dance
0.752,6,1,0.0705,0.0936,136.041,4,dance
0.816,1,1,0.244,0.14,96.981,4,dance
0.73,4,0,0.0884,0.349,113.011,4,dance
0.743,1,0,0.0649,0.0743,103.072,4,dance
0.576,11,1,0.224,0.238,101.928,4,dance
0.672,9,1,0.0397,0.323,123.056,4,dance
0.56,1,1,0.0909,0.083,159.96,4,dance
0.572,2,0,0.212,0.102,128.331,4,dance
0.443,2,1,0.0482,0.127,147.589,4,dance
0.8,5,0,0.261,0.134,163.071,4,dance
0.789,2,1,0.041,0.0876,112.985,4,dance
0.672,9,1,0.0397,0.323,123.056,4,dance
0.497,11,1,0.127,0.119,169.902,4,dance
0.632,8,0,0.0401,0.209,124.114,4,dance
0.734,1,1,0.0316,0.102,121.212,4,dance
0.863,10,0,0.287,0.285,163.991,4,dance
0.843,11,1,0.334,0.096,168.983,4,dance
0.821,6,1,0.353,0.0377,180.013,4,dance
0.574,1,1,0.11,0.0982,119.537,4,dance
0.425,11,0,0.148,0.709,84.748,4,dance
0.865,4,1,0.0677,0.107,101.985,4,dance
0.551,2,1,0.0652,0.0765,175.984,4,dance
0.653,7,0,0.0351,0.113,111.737,4,dance
0.552,7,1,0.0522,0.316,105.108,4,jazz
0.601,0,1,0.109,0.0924,73.657,1,jazz
0.251,2,1,0.0342,0.113,70.453,4,jazz
0.771,11,1,0.0577,0.111,69.934,4,jazz
0.613,7,0,0.031,0.168,154.082,4,jazz
0.529,10,0,0.0471,0.264,160.936,3,jazz
0.737,7,1,0.0555,0.16,83.022,4,jazz
0.73,0,1,0.0414,0.105,74.988,4,jazz
0.738,3,0,0.0817,0.0885,118.047,4,jazz
0.636,0,0,0.0465,0.108,145.18,4,jazz
0.475,9,0,0.0351,0.115,54.727,4,jazz
0.719,3,1,0.0439,0.11,80.093,4,jazz
0.504,9,0,0.0476,0.327,75.025,4,jazz
0.614,4,1,0.0439,0.0754,154.036,4,jazz
0.643,5,0,0.0528,0.173,80.983,4,jazz
0.642,4,0,0.0306,0.103,97.465,4,jazz
0.276,5,0,0.0336,0.107,81.423,3,jazz
0.416,2,1,0.0349,0.11,158.279,4,jazz
0.621,7,1,0.0573,0.152,120.194,4,jazz
0.556,10,1,0.034,0.142,78.401,4,jazz
0.559,8,1,0.0412,0.132,84.095,4,jazz
0.625,2,0,0.0361,0.0857,123.257,3,jazz
0.655,6,1,0.279,0.458,99.981,4,jazz
0.669,11,1,0.0334,0.106,96.129,4,jazz
0.531,8,1,0.0337,0.114,94.739,4,jazz
0.844,10,0,0.353,0.113,89.997,4,jazz
0.633,3,1,0.133,0.0995,162.112,4,jazz
0.478,9,0,0.0373,0.0781,133.071,3,jazz
0.608,5,1,0.0665,0.0731,133.858,4,jazz
0.607,8,0,0.0586,0.34,90.481,4,jazz
0.729,11,0,0.0869,0.0994,81.486,4,jazz
0.444,3,1,0.0357,0.121,150.834,4,jazz
0.431,11,1,0.031,0.112,94.182,4,jazz
0.391,10,1,0.0427,0.0986,199.901,3,jazz
0.327,5,1,0.0397,0.091,178.966,1,jazz
0.507,4,0,0.0759,0.97,107.011,3,jazz
0.415,9,1,0.0491,0.0882,73.117,4,jazz
0.526,7,1,0.0393,0.114,95.552,4,jazz
0.609,0,0,0.0564,0.115,88.32,4,jazz
0.462,11,0,0.0437,0.138,125.777,3,jazz
0.239,7,1,0.0373,0.121,97.545,3,jazz
0.586,6,1,0.0313,0.0988,97.658,4,jazz
0.533,9,1,0.0319,0.119,96.842,4,jazz
0.276,7,1,0.0287,0.0758,183.167,4,jazz
0.557,10,1,0.0383,0.108,117.939,4,jazz
0.579,7,1,0.0345,0.104,127.996,4,jazz
0.744,0,1,0.0394,0.134,118.965,4,jazz
0.414,8,1,0.0337,0.131,181.124,4,jazz
0.353,5,1,0.0318,0.116,107.59,4,jazz
0.414,8,1,0.0337,0.131,181.124,4,jazz
0.454,9,1,0.107,0.248,137.688,4,metal
0.664,0,1,0.0404,0.294,103.985,4,metal
0.434,1,1,0.147,0.0916,92.541,4,metal
0.334,4,1,0.09,0.264,132.812,4,metal
0.416,0,1,0.113,0.137,174.995,4,metal
0.56,4,0,0.0635,0.766,129.975,4,metal
0.452,1,0,0.161,0.606,164.032,4,metal
0.464,0,1,0.197,0.123,93.251,4,metal
0.589,9,1,0.15,0.383,102.489,4,metal
0.497,7,1,0.108,0.36,96.051,4,metal
0.476,4,0,0.15,0.121,82.997,4,metal
0.307,2,0,0.0568,0.368,108.227,4,metal
0.486,10,0,0.0776,0.121,138.029,4,metal
0.589,9,1,0.15,0.383,102.489,4,metal
0.563,9,1,0.0375,0.14,110.027,3,metal
0.399,1,0,0.0532,0.361,149.081,4,metal
0.462,1,0,0.211,0.374,137.061,4,metal
0.497,7,1,0.108,0.36,96.051,4,metal
0.538,9,0,0.0536,0.129,124.002,4,metal
0.532,1,0,0.0319,0.073,95.01,4,metal
0.6,11,0,0.0388,0.249,119.962,4,metal
0.49,3,0,0.0495,0.101,119.998,4,metal
0.44,1,0,0.141,0.33,170.196,4,metal
0.432,8,1,0.0341,0.338,76.04,4,metal
0.442,11,1,0.0575,0.28,152.028,4,metal
0.572,6,0,0.0322,0.0844,129.969,4,metal
0.495,7,1,0.145,0.368,149.912,4,metal
0.569,3,0,0.0671,0.32,116.985,4,metal
0.185,0,1,0.151,0.18,165.355,4,metal
0.317,2,1,0.101,0.127,123.008,4,metal
0.469,10,1,0.111,0.0976,149.976,4,metal
0.32,2,1,0.0447,0.135,160.104,4,metal
0.646,8,0,0.0662,0.629,129.921,4,metal
0.528,9,0,0.0486,0.151,100.052,4,metal
0.514,7,1,0.19,0.128,117.878,3,metal
0.39,1,0,0.051,0.141,181.979,3,metal
0.372,2,1,0.0411,0.147,175.134,4,metal
0.484,5,0,0.0672,0.105,105.046,4,metal
0.566,1,0,0.213,0.311,102.944,4,metal
0.536,1,1,0.0285,0.111,107.973,4,metal
0.312,5,1,0.418,0.113,103.005,4,metal
0.599,0,0,0.071,0.0597,100.995,4,metal
0.435,2,0,0.0664,0.0659,139.028,4,metal
0.497,6,1,0.13,0.129,131.99,4,metal
0.581,6,0,0.0854,0.362,124.96,4,metal
0.498,11,0,0.0575,0.0783,95.027,3,metal
0.441,11,0,0.0714,0.145,162.0,4,metal
0.597,6,0,0.0344,0.111,126.951,4,metal
0.492,2,0,0.0396,0.307,126.039,4,metal
0.454,0,0,0.202,0.0768,170.019,4,metal
0.761,11,1,0.0944,0.0921,80.87,4,pop
0.332,8,1,0.0289,0.112,165.405,3,pop
0.514,1,1,0.0598,0.0897,171.005,4,pop
0.316,6,1,0.0308,0.0811,170.075,4,pop
0.41,4,0,0.0467,0.116,185.727,3,pop
0.534,4,0,0.0338,0.05,116.671,4,pop
0.773,2,1,0.0299,0.0851,94.995,4,pop
0.168,9,1,0.0443,0.176,78.461,4,pop
0.761,11,1,0.0944,0.0921,80.87,4,pop
0.355,9,1,0.0473,0.35,169.979,4,pop
0.436,1,0,0.0583,0.688,121.002,4,pop
0.596,3,1,0.044,0.289,96.009,3,pop
0.68,0,1,0.0309,0.543,118.051,4,pop
0.812,2,1,0.177,0.31,125.006,4,pop
0.653,11,0,0.0502,0.203,83.97,4,pop
0.746,10,1,0.0344,0.123,92.018,4,pop
0.357,5,1,0.0333,0.322,102.078,3,pop
0.752,4,1,0.0297,0.263,122.451,4,pop
0.761,11,1,0.0944,0.0921,80.87,4,pop
0.479,5,1,0.447,0.732,127.992,4,pop
0.702,6,0,0.0601,0.0674,102.977,4,pop
0.554,0,1,0.0326,0.329,130.02,4,pop
0.731,5,0,0.0434,0.141,124.939,4,pop
0.744,1,1,0.121,0.225,124.976,4,pop
0.782,6,0,0.0767,0.385,129.992,1,pop
0.486,10,0,0.122,0.364,114.37,4,pop
0.667,4,1,0.05,0.0906,124.148,4,pop
0.489,0,0,0.0699,0.609,129.444,4,pop
0.449,0,1,0.0791,0.303,89.087,3,pop
0.391,5,1,0.0315,0.226,125.976,4,pop
0.737,0,1,0.0878,0.0931,144.015,4,pop
0.552,0,0,0.0335,0.274,126.009,4,pop
0.652,6,0,0.0893,0.165,127.998,4,pop
0.455,10,0,0.0651,0.574,128.266,4,pop
0.628,8,1,0.0435,0.354,108.045,4,pop
0.449,5,1,0.0885,0.172,127.603,4,pop
0.761,0,1,0.134,0.107,133.976,4,pop
0.599,2,1,0.0685,0.296,127.925,4,pop
0.702,6,0,0.0601,0.0674,102.977,4,pop
0.415,7,1,0.0519,0.327,127.964,4,pop
0.83,0,1,0.094,0.248,109.978,4,pop
0.473,7,0,0.0396,0.741,126.002,4,pop
0.765,11,1,0.0512,0.0824,111.033,4,pop
0.603,7,1,0.0949,0.263,129.837,4,pop
0.629,5,1,0.0376,0.603,162.948,4,pop
0.66,5,0,0.0759,0.284,128.06,4,pop
0.746,6,0,0.0993,0.0936,114.044,4,pop
0.503,11,0,0.133,0.727,129.937,4,pop
0.695,6,0,0.0753,0.213,103.014,4,pop
0.483,7,1,0.0728,0.32,131.228,4,pop
0.593,5,1,0.0475,0.314,164.959,4,rock
0.231,0,1,0.0449,0.0838,72.968,3,rock
0.454,9,1,0.107,0.248,137.688,4,rock
0.398,9,0,0.0455,0.217,124.305,4,rock
0.512,0,1,0.0298,0.12,160.009,4,rock
0.562,1,1,0.211,0.106,86.007,4,rock
0.369,0,0,0.0611,0.416,78.532,4,rock
0.506,2,1,0.0674,0.295,91.889,4,rock
0.643,4,1,0.0462,0.107,95.987,4,rock
0.521,9,0,0.063,0.0589,133.918,4,rock
0.45,4,1,0.0538,0.303,143.861,4,rock
0.53,3,0,0.0517,0.351,110.052,4,rock
0.601,7,1,0.0379,0.571,106.164,4,rock
0.403,8,1,0.0348,0.109,186.102,4,rock
0.578,6,1,0.0278,0.307,154.902,4,rock
0.553,2,1,0.0679,0.114,93.012,4,rock
0.394,8,1,0.0627,0.0747,203.918,4,rock
0.415,8,1,0.0861,0.283,139.926,4,rock
0.684,6,1,0.0411,0.109,117.027,4,rock
0.65,2,0,0.0923,0.301,145.031,4,rock
0.558,8,1,0.102,0.328,170.102,4,rock
0.588,7,0,0.0302,0.214,121.956,4,rock
0.653,8,1,0.0244,0.285,100.021,4,rock
0.332,8,1,0.0289,0.112,165.405,3,rock
0.584,5,0,0.09,0.119,92.502,4,rock
0.531,9,0,0.0455,0.118,89.988,4,rock
0.702,10,0,0.0343,0.147,103.564,4,rock
0.585,7,1,0.0507,0.128,108.954,4,rock
0.286,6,1,0.0347,0.114,50.827,4,rock
0.447,7,1,0.116,0.0717,91.013,4,rock
0.623,7,1,0.0473,0.226,81.949,4,rock
0.534,4,0,0.0338,0.05,116.671,4,rock
0.244,5,1,0.0456,0.301,183.577,5,rock
0.341,2,1,0.218,0.311,122.984,4,rock
0.533,6,1,0.0356,0.335,102.017,4,rock
0.568,1,1,0.0579,0.119,139.004,4,rock
0.643,4,1,0.0461,0.107,95.981,4,rock
0.556,2,1,0.0375,0.421,102.013,4,rock
0.541,4,0,0.157,0.0796,134.938,4,rock
0.168,9,1,0.0443,0.176,78.461,4,rock
0.617,6,0,0.0258,0.0924,91.541,4,rock
0.195,9,0,0.0777,0.14,123.304,5,rock
0.51,0,0,0.0529,0.368,162.092,4,rock
0.355,9,1,0.0473,0.35,169.979,4,rock
0.617,6,0,0.0258,0.0924,91.541,4,rock
0.0705,2,1,0.0444,0.187,78.251,4,rock
0.648,8,1,0.0275,0.0944,107.019,4,rock
0.0617,2,1,0.0471,0.191,64.97,4,rock
0.612,7,1,0.0478,0.288,82.017,4,rock
0.596,3,1,0.044,0.289,96.009,3,rock
0.664,5,1,0.0243,0.26,99.946,4,techno
0.67,8,0,0.047,0.122,115.034,4,techno
0.64,2,1,0.0434,0.109,146.058,4,techno
0.804,1,1,0.118,0.086,126.001,4,techno
0.532,7,0,0.215,0.169,169.962,4,techno
0.763,11,0,0.0298,0.29,112.989,4,techno
0.622,9,0,0.167,0.263,124.859,4,techno
0.487,0,1,0.094,0.331,160.046,4,techno
0.82,0,1,0.0514,0.104,123.976,4,techno
0.486,0,0,0.0388,0.319,136.007,4,techno
0.679,2,1,0.04,0.18,120.007,4,techno
0.755,1,1,0.0683,0.11,120.007,4,techno
0.794,3,0,0.0486,0.0954,119.994,4,techno
0.57,5,0,0.0871,0.222,150.056,4,techno
0.741,4,0,0.0406,0.0757,123.998,4,techno
0.626,5,0,0.0538,0.227,121.943,4,techno
0.74,10,0,0.0436,0.149,125.021,4,techno
0.739,2,1,0.0331,0.0859,119.996,4,techno
0.744,0,1,0.0517,0.402,117.99,4,techno
0.673,7,1,0.0406,0.0918,117.998,4,techno
0.809,5,1,0.0615,0.0717,124.993,4,techno
0.687,4,0,0.0613,0.0636,123.026,4,techno
0.727,0,1,0.098,0.0824,132.991,4,techno
0.496,6,0,0.0984,0.16,169.861,4,techno
0.872,0,1,0.204,0.298,124.029,4,techno
0.521,4,0,0.0443,0.115,125.986,4,techno
0.828,6,0,0.0935,0.256,130.007,4,techno
0.699,8,1,0.0374,0.0767,124.003,4,techno
0.755,10,0,0.0504,0.109,100.007,4,techno
0.664,8,0,0.0317,0.0523,123.996,4,techno
0.605,10,1,0.037,0.0665,123.991,4,techno
0.658,5,1,0.0438,0.147,114.917,4,techno
0.761,6,0,0.0415,0.115,130.005,4,techno
0.674,7,1,0.233,0.41,122.979,4,techno
0.689,1,0,0.122,0.0743,142.062,4,techno
0.792,2,1,0.0515,0.0922,124.991,4,techno
0.813,4,1,0.129,0.0658,130.0,4,techno
0.688,6,0,0.0302,0.11,121.02,4,techno
0.636,0,0,0.169,0.136,123.913,4,techno
0.651,7,1,0.109,0.131,93.175,4,techno
0.776,10,0,0.0398,0.0815,121.984,3,techno
0.575,7,1,0.0375,0.128,119.989,4,techno
0.625,9,0,0.0354,0.0845,123.987,4,techno
0.713,1,0,0.0442,0.105,122.997,1,techno
0.636,1,1,0.0581,0.0933,119.995,4,techno
0.15,9,1,0.0354,0.0819,131.503,5,techno
0.754,4,0,0.166,0.113,133.007,4,techno
0.767,6,0,0.0487,0.0928,120.016,4,techno
0.75,1,1,0.0585,0.077,125.008,4,techno
0.758,8,1,0.0383,0.177,110.033,4,techno
0.375,3,1,0.0315,0.191,174.839,3,acoustic
0.62,9,1,0.0305,0.362,118.013,4,acoustic
0.62,9,1,0.0305,0.362,118.013,4,acoustic
0.627,8,1,0.0291,0.0928,99.905,4,acoustic
0.568,1,1,0.033,0.0881,172.075,4,acoustic
0.616,7,1,0.0334,0.296,89.989,4,acoustic
0.642,5,1,0.032,0.435,129.863,4,acoustic
0.501,10,1,0.0411,0.0606,70.919,4,acoustic
0.606,10,1,0.0294,0.139,91.626,4,acoustic
