danceability,key,mode,speechiness,liveness,tempo,time_signature
0.445,8,0,0.0351,0.253,56.417,4
0.982,5,0,0.202,0.112,122.007,4
0.711,7,0,0.0464,0.0838,125.013,4
0.545,7,0,0.0292,0.537,104.084,4
0.557,4,0,0.0416,0.146,125.324,4
0.348,10,1,0.0315,0.102,122.315,4
0.695,10,0,0.0418,0.103,125.013,4
0.559,6,1,0.0639,0.393,82.336,4
0.647,6,1,0.0512,0.165,131.934,4
0.64,8,1,0.0741,0.0789,134.992,4
0.648,7,1,0.0428,0.109,88.684,4
0.243,9,1,0.109,0.0756,167.86,4
0.556,9,0,0.0374,0.666,134.977,4
0.48,7,1,0.0319,0.33,92.971,4
0.709,0,1,0.037,0.11,140.993,3
0.745,7,1,0.0728,0.11,131.023,4
0.802,11,0,0.289,0.246,96.916,4
0.619,0,0,0.0309,0.0892,141.993,4
0.451,1,1,0.0355,0.201,146.792,4
0.472,0,0,0.0567,0.11,140.073,4
0.603,4,0,0.0641,0.287,102.473,4
0.539,5,1,0.0535,0.113,99.135,4
0.606,4,1,0.0598,0.337,119.974,4
0.655,11,0,0.116,0.0652,175.973,4
0.563,10,1,0.0287,0.0967,161.893,4
0.666,4,0,0.0421,0.112,79.918,4
0.195,5,0,0.0394,0.376,84.528,4
0.618,9,0,0.0272,0.0658,122.698,4
0.307,1,1,0.0519,0.098,67.775,5
0.757,8,1,0.106,0.0624,153.944,4
0.572,4,1,0.0348,0.685,103.896,4
0.614,7,1,0.0478,0.0795,119.959,4
0.61,11,0,0.099,0.591,137.983,4
0.301,9,1,0.0477,0.0858,105.95,4
0.573,0,1,0.0319,0.0867,79.952,4
0.417,6,0,0.0498,0.117,127.276,4
0.243,5,0,0.0428,0.116,172.553,3
0.367,7,1,0.0506,0.496,159.278,3
0.526,5,0,0.0324,0.106,72.93,4
0.668,2,1,0.0303,0.329,89.011,4
0.765,9,1,0.028,0.149,90.618,4
0.591,11,0,0.0543,0.101,140.026,4
0.601,2,0,0.03,0.087,125.999,4
0.748,5,0,0.0509,0.203,121.995,4
0.612,9,0,0.035,0.126,87.55,4
0.571,5,0,0.0365,0.316,115.013,4
0.554,6,0,0.0385,0.0604,138.02,4
0.457,10,1,0.0354,0.0536,148.0,4
0.378,10,1,0.075,0.0849,184.086,4
0.536,5,0,0.0595,0.109,184.043,4
0.0769,2,1,0.045,0.113,176.329,4
0.545,7,1,0.0441,0.281,140.002,4
0.482,6,1,0.0327,0.988,132.22,4
0.731,0,1,0.0533,0.14,117.97,4
0.886,8,0,0.0598,0.105,126.011,4
0.648,11,1,0.0694,0.111,126.836,3
0.864,1,0,0.0743,0.105,129.93,4
0.206,2,1,0.163,0.0877,153.747,4
0.712,5,0,0.038,0.0897,95.041,4
0.705,11,1,0.0931,0.112,132.627,4
0.539,9,0,0.0396,0.29,159.986,4
0.795,11,0,0.219,0.164,101.985,4
0.2,0,1,0.0419,0.0894,85.258,4
0.604,0,0,0.0619,0.0896,127.992,4
0.569,5,1,0.108,0.0968,84.956,4
0.324,7,0,0.0348,0.113,79.487,1
0.216,7,1,0.0402,0.0921,123.201,4
0.726,10,1,0.0491,0.0446,87.086,4
0.805,2,1,0.036,0.213,120.005,4
0.532,8,1,0.0248,0.101,88.003,4
0.479,9,1,0.038,0.144,147.1,4
0.441,11,1,0.0363,0.109,141.733,4
0.343,6,1,0.106,0.72,151.496,4
0.255,11,1,0.0659,0.133,67.228,4
0.586,11,0,0.0488,0.0715,140.535,4
0.944,5,0,0.161,0.0379,113.046,4
0.206,11,1,0.133,0.26,78.27,3
0.0881,6,0,0.0385,0.117,83.441,5
0.333,2,0,0.0505,0.111,70.702,5
0.732,2,1,0.0357,0.114,140.78,4
0.647,10,1,0.185,0.26,151.925,4
0.873,4,0,0.0618,0.134,89.982,4
0.422,10,1,0.04,0.0557,118.922,4
0.258,2,1,0.0526,0.107,142.581,3
0.487,0,1,0.0269,0.3,132.347,4
0.217,2,1,0.0752,0.222,96.95,4
0.425,10,1,0.114,0.114,149.95,4
0.541,2,1,0.0298,0.178,98.986,4
0.676,9,1,0.0811,0.201,106.515,3
0.691,7,1,0.0664,0.172,104.412,4
0.637,1,1,0.109,0.0357,93.87,4
0.499,8,0,0.0427,0.0723,95.37,4
0.409,2,0,0.0756,0.31,80.899,4
0.714,10,0,0.0478,0.045,132.94,4
0.439,2,1,0.0469,0.173,109.309,4
0.66,9,1,0.0472,0.0268,89.975,4
0.622,8,1,0.0561,0.284,104.093,4
0.213,5,1,0.102,0.151,173.012,4
0.612,6,0,0.406,0.417,99.137,4
0.127,0,1,0.0375,0.0804,89.379,4
0.477,4,1,0.0282,0.654,106.593,4
0.503,2,0,0.0356,0.276,169.989,4
0.758,8,1,0.0383,0.177,110.033,4
0.572,6,0,0.039,0.564,158.038,4
0.511,7,1,0.0498,0.184,183.303,4
0.486,1,1,0.0818,0.29,180.085,4
0.576,6,1,0.0277,0.582,101.069,4
0.506,2,1,0.0303,0.107,90.789,3
0.48,1,1,0.0493,0.2,127.151,4
0.816,1,1,0.03,0.0733,124.037,4
0.457,4,1,0.0505,0.0957,64.974,3
0.732,7,1,0.0868,0.0744,88.354,4
0.519,0,1,0.0601,0.237,140.354,4
0.647,0,1,0.0347,0.142,117.657,4
0.568,1,1,0.0579,0.119,139.004,4
0.715,0,1,0.137,0.115,95.078,4
0.578,5,1,0.027,0.132,172.163,4
0.385,10,1,0.156,0.103,89.142,4
0.575,8,1,0.133,0.94,142.941,4
0.793,0,1,0.0626,0.0994,119.01,4
0.531,9,1,0.0553,0.0865,100.009,4
0.167,7,0,0.0478,0.14,66.794,4
0.434,0,1,0.0316,0.991,109.437,4
0.7,8,1,0.0366,0.0656,118.565,4
0.545,4,1,0.0325,0.718,102.006,4
0.46,0,0,0.0333,0.106,100.011,4
0.355,2,1,0.0294,0.155,82.183,4
0.595,2,1,0.0292,0.153,137.744,4
0.278,1,1,0.0528,0.0579,70.871,1
0.481,7,1,0.066,0.0939,96.493,4
0.555,2,1,0.033,0.0733,125.77,4
0.626,9,1,0.0288,0.309,113.702,4
0.143,7,1,0.046,0.168,88.003,4
0.671,5,0,0.244,0.0825,110.898,4
0.665,1,1,0.08,0.0898,144.984,4
0.635,4,1,0.0229,0.254,97.983,4
0.619,8,0,0.0317,0.103,129.96,4
0.476,8,1,0.0263,0.129,80.002,4
0.825,1,0,0.0802,0.0931,95.977,4
0.331,4,0,0.0698,0.242,94.612,4
0.795,8,0,0.103,0.0913,151.925,4
0.325,2,1,0.0491,0.27,176.6,4
0.441,3,1,0.0392,0.0765,99.419,4
0.82,9,0,0.122,0.0684,127.883,4
0.505,11,0,0.0318,0.126,196.0,3
0.289,11,0,0.0489,0.393,96.547,4
0.516,9,1,0.438,0.28,86.863,5
0.561,0,1,0.0595,0.107,128.41,4
0.61,0,0,0.0298,0.0951,89.264,4
0.538,1,1,0.0637,0.361,85.38,4
0.846,2,1,0.0494,0.194,121.417,4
0.37,5,1,0.0633,0.331,155.177,4
0.693,9,1,0.0292,0.0954,118.388,4
0.283,6,1,0.142,0.073,111.884,3
0.72,8,1,0.0531,0.0989,101.216,3
0.704,1,1,0.0453,0.063,109.078,4
0.549,1,1,0.0358,0.176,104.98,4
0.612,10,1,0.0336,0.101,124.053,4
0.512,11,0,0.0652,0.109,183.452,3
0.58,4,1,0.0323,0.753,109.781,4
0.578,2,0,0.0462,0.229,112.031,4
0.332,9,1,0.0349,0.111,140.784,4
0.492,0,1,0.149,0.111,188.008,4
0.622,9,1,0.0302,0.0975,130.546,3
0.318,6,1,0.0507,0.0831,129.462,3
0.483,8,1,0.0343,0.199,78.26,4
0.491,9,1,0.043,0.122,108.336,4
0.56,7,1,0.102,0.209,163.983,4
0.662,5,0,0.268,0.0841,82.331,4
0.528,2,1,0.0518,0.268,95.02,4
0.503,8,1,0.0862,0.0731,195.914,4
0.524,5,0,0.0255,0.193,96.379,4
0.396,4,0,0.0365,0.109,81.49,4
0.332,8,1,0.0289,0.112,165.405,3
0.758,10,0,0.0784,0.228,127.04,4
0.524,2,1,0.0579,0.212,124.127,4
0.643,4,1,0.0461,0.107,95.981,4
0.51,3,1,0.0461,0.208,139.927,4
0.744,6,1,0.0241,0.0696,100.511,4
0.606,2,1,0.0289,0.0609,90.046,4
0.353,5,1,0.0318,0.116,107.59,4
0.273,1,1,0.044,0.0929,72.746,4
0.774,5,0,0.114,0.242,143.04,4
0.851,1,0,0.0828,0.116,120.014,4
0.62,7,1,0.0365,0.139,80.826,4
0.521,1,0,0.046,0.577,116.119,4
0.533,6,1,0.0356,0.335,102.017,4
0.582,7,1,0.0299,0.137,94.681,4
0.588,6,0,0.113,0.195,93.571,4
0.659,4,0,0.0455,0.1,166.163,4
0.486,6,0,0.0638,0.0947,173.734,4
0.437,0,1,0.039,0.108,178.085,4
0.581,8,1,0.0458,0.0909,82.036,4
0.656,11,0,0.0536,0.0923,133.713,4
0.551,9,1,0.031,0.33,68.553,4
0.412,6,1,0.0686,0.196,169.948,4
0.486,9,1,0.0548,0.101,139.958,4
0.639,1,1,0.0489,0.33,140.979,4
0.31,6,1,0.106,0.205,128.682,5
0.575,9,1,0.0356,0.0572,137.977,4
0.544,9,1,0.0303,0.244,128.865,4
0.77,6,1,0.19,0.0682,96.428,4
0.663,10,0,0.0275,0.109,103.779,4
0.765,5,1,0.0499,0.125,106.06,4
0.375,7,1,0.0315,0.11,132.025,3
0.241,10,1,0.0322,0.112,134.836,3
0.197,0,1,0.0411,0.809,181.128,3
0.434,0,1,0.0488,0.612,148.726,4
0.743,11,1,0.0431,0.224,121.469,4
0.539,8,0,0.0333,0.0888,132.987,4
0.652,9,0,0.0309,0.0592,117.985,4
0.12,10,1,0.048,0.11,67.891,4
0.567,10,1,0.0441,0.101,119.921,4
0.855,6,0,0.104,0.133,116.997,4
0.334,2,1,0.0509,0.109,159.996,4
0.466,9,1,0.0299,0.0929,120.184,4
0.688,9,0,0.0392,0.119,127.999,4
0.613,8,1,0.0354,0.124,126.966,4
0.453,1,1,0.0358,0.101,117.986,4
0.303,10,0,0.0671,0.108,169.97,4
0.643,0,0,0.0593,0.0697,139.981,4
0.804,7,1,0.0409,0.0877,125.011,4
0.53,5,0,0.0386,0.316,80.992,4
0.634,4,1,0.0291,0.425,126.456,4
0.523,1,1,0.0366,0.0818,158.179,4
0.579,9,0,0.054,0.335,99.937,4
0.775,0,0,0.0629,0.109,114.025,4
0.48,4,1,0.0354,0.11,128.035,4
0.467,2,1,0.0997,0.359,125.248,4
0.479,0,1,0.0395,0.107,94.036,4
0.551,4,1,0.041,0.175,173.945,4
0.504,11,1,0.0285,0.105,91.118,4
0.119,7,1,0.0425,0.205,76.089,4
0.549,0,1,0.0414,0.468,151.886,4
0.528,8,1,0.0329,0.379,140.153,4
0.212,1,1,0.0366,0.087,84.346,3
0.579,0,1,0.0411,0.18,95.594,4
0.859,2,1,0.28,0.202,91.601,4
0.453,6,0,0.152,0.106,142.96,4
0.308,3,0,0.0377,0.0871,67.191,3
0.405,11,1,0.0842,0.108,170.023,4
0.357,2,1,0.0334,0.13,131.976,4
0.324,2,1,0.0476,0.105,85.297,4
0.479,4,1,0.035,0.0856,72.374,4
0.556,7,1,0.0327,0.0672,78.383,4
0.471,8,1,0.0586,0.313,154.961,4
0.727,0,1,0.074,0.101,80.966,4
0.319,7,1,0.0334,0.959,102.486,4
0.522,9,1,0.172,0.41,115.658,4
0.824,5,0,0.0854,0.117,107.998,4
0.766,2,1,0.0343,0.307,115.629,4
0.643,1,0,0.041,0.0989,82.029,4
0.571,2,0,0.0464,0.058,123.051,4
0.691,11,0,0.0294,0.0471,107.301,4
0.679,2,1,0.04,0.18,120.007,4
0.66,2,1,0.0333,0.0965,131.353,4
0.688,5,0,0.034,0.16,132.992,4
0.684,11,1,0.026,0.0796,140.006,4
0.568,9,1,0.0505,0.0607,116.046,4
0.362,0,1,0.0274,0.111,147.063,4
0.658,7,1,0.0473,0.0604,139.457,4
0.656,5,0,0.0273,0.0871,88.708,4
0.63,10,1,0.0242,0.0835,94.034,4
0.779,4,0,0.0706,0.0718,126.006,4
0.386,11,0,0.103,0.878,127.315,4
0.66,11,0,0.0565,0.215,126.032,4
0.57,5,0,0.0871,0.222,150.056,4
0.635,3,1,0.0298,0.11,97.998,4
0.706,7,1,0.0418,0.0688,132.032,4
0.395,8,0,0.0992,0.0822,173.895,4
0.426,7,0,0.0685,0.113,160.077,4
0.434,0,1,0.0488,0.612,148.726,4
0.758,5,1,0.042,0.118,125.1,4
0.663,3,1,0.0331,0.358,135.342,4
0.542,9,1,0.0587,0.297,91.648,4
0.717,5,1,0.0276,0.11,127.812,4
0.445,6,1,0.0294,0.122,148.013,4
0.552,1,1,0.0796,0.417,89.999,4
0.476,2,1,0.0275,0.0805,138.085,4
0.589,4,1,0.0303,0.067,84.956,4
0.636,3,1,0.0543,0.144,122.427,4
0.744,1,1,0.121,0.225,124.976,4
0.651,2,1,0.0336,0.136,80.289,4
0.792,2,1,0.0515,0.0922,124.991,4
0.452,6,0,0.0396,0.135,115.546,4
0.359,2,1,0.0302,0.106,76.572,4
0.467,8,1,0.0528,0.08,160.841,4
0.699,0,1,0.0377,0.105,138.185,4
0.447,2,1,0.222,0.65,172.253,4
0.565,5,1,0.0321,0.114,154.122,4
0.437,5,1,0.0351,0.222,77.678,4
0.558,2,1,0.0267,0.115,112.027,4
0.205,1,1,0.0327,0.103,88.316,4
0.566,10,1,0.0439,0.317,78.822,4
0.787,1,1,0.113,0.0425,77.357,4
0.542,7,0,0.0733,0.0926,129.996,4
0.495,5,1,0.0498,0.109,119.271,4
0.424,2,1,0.0298,0.0763,139.593,4
0.752,9,0,0.043,0.21,129.978,4
0.43,0,1,0.0286,0.127,93.577,3
0.549,7,1,0.301,0.487,127.981,4
0.294,10,0,0.0633,0.241,111.664,4
0.465,7,1,0.0296,0.11,144.995,3
0.503,6,0,0.0329,0.106,168.215,4
0.347,3,1,0.0428,0.104,71.763,3
0.614,11,0,0.0264,0.1,104.987,4
0.573,2,0,0.0322,0.105,75.012,4
0.766,1,0,0.053,0.0987,122.019,4
0.302,6,1,0.0463,0.045,71.056,4
0.743,11,1,0.124,0.109,163.99,4
0.252,8,1,0.031,0.217,144.633,3
0.742,2,1,0.0462,0.0869,119.991,4
0.424,4,0,0.0358,0.27,124.657,4
0.331,6,0,0.0456,0.0984,119.649,4
0.741,4,0,0.0406,0.0757,123.998,4
0.631,9,1,0.122,0.1,125.928,4
0.352,4,1,0.0336,0.107,73.104,3
0.392,10,0,0.063,0.106,167.094,4
0.851,2,1,0.0582,0.112,126.992,4
0.795,9,0,0.0464,0.0389,117.884,4
0.66,7,1,0.0442,0.111,133.984,4
0.494,4,1,0.0637,0.398,103.408,4
0.798,7,1,0.0363,0.182,81.018,4
0.625,0,1,0.0369,0.151,130.088,4
0.58,10,1,0.0335,0.0823,92.0,4
0.28,0,1,0.0514,0.125,109.711,3
0.568,7,1,0.0487,0.18,125.471,4
0.427,7,1,0.0469,0.0604,101.305,4
0.123,0,1,0.0436,0.1,96.838,4
0.7,5,1,0.323,0.28,102.658,4
0.856,0,1,0.0824,0.0344,114.988,4
0.637,9,1,0.0399,0.0708,106.665,4
0.55,2,1,0.0329,0.128,165.975,4
0.678,4,0,0.034,0.412,92.027,4
0.301,1,1,0.0325,0.0993,178.619,3
0.449,9,1,0.0352,0.14,125.211,4
0.651,2,1,0.063,0.105,114.34,4
0.527,10,1,0.0293,0.0915,91.908,3
0.667,6,0,0.0492,0.336,124.0,4
0.622,7,1,0.0258,0.373,115.991,4
0.392,9,1,0.172,0.239,139.83,4
0.621,10,0,0.0457,0.05,132.004,4
0.696,9,1,0.0976,0.192,95.897,4
0.144,7,1,0.0372,0.0898,93.727,3
0.563,2,1,0.0358,0.28,140.045,4
0.673,1,0,0.0431,0.0826,97.012,4
0.889,9,1,0.0572,0.0492,118.003,4
0.721,9,0,0.0454,0.0769,110.021,4
0.439,5,1,0.0303,0.0963,140.077,4
0.45,3,1,0.0325,0.351,114.18,3
0.224,5,0,0.0722,0.281,78.318,4
0.885,10,1,0.0872,0.0883,106.394,4
0.612,1,1,0.035,0.0637,100.178,4
0.439,1,1,0.138,0.166,161.954,4
0.53,0,0,0.0294,0.111,100.696,4
0.229,11,1,0.0356,0.0799,68.331,3
0.78,1,1,0.16,0.29,125.25,4
0.495,0,1,0.0578,0.304,101.069,4
0.394,11,1,0.301,0.0557,200.273,4
0.291,7,1,0.0371,0.158,171.683,4
0.831,9,0,0.0545,0.0646,93.005,4
0.5,2,1,0.117,0.694,162.249,4
0.833,11,0,0.0659,0.108,125.026,4
0.53,0,1,0.0729,0.0824,133.744,4
0.597,7,0,0.0564,0.132,137.942,3
0.85,0,1,0.047,0.103,112.966,4
0.653,8,1,0.0442,0.205,129.974,4
0.52,4,1,0.0969,0.115,166.018,4
0.475,7,1,0.051,0.101,112.241,4
0.602,8,1,0.0355,0.162,108.008,4
0.866,2,1,0.253,0.0614,92.074,4
0.561,11,0,0.0327,0.111,161.858,4
0.595,7,1,0.0265,0.264,128.93,4
0.503,5,1,0.0312,0.968,144.053,4
0.744,1,0,0.0838,0.0708,131.994,4
0.63,1,1,0.115,0.0766,152.042,4
0.445,11,1,0.0298,0.27,129.022,4
0.744,0,1,0.0517,0.402,117.99,4
0.175,4,0,0.0346,0.103,86.708,4
0.823,7,0,0.177,0.117,102.619,4
0.593,6,0,0.0272,0.195,112.477,4
0.512,2,0,0.106,0.261,163.128,4
0.706,6,1,0.0347,0.107,75.991,4
0.422,4,1,0.0509,0.175,93.81,4
0.703,11,1,0.0417,0.0973,150.96,4
0.26,0,0,0.0656,0.0946,149.493,4
0.58,2,1,0.0866,0.074,149.639,4
0.893,11,0,0.396,0.395,86.01,4
0.745,9,1,0.0346,0.103,108.031,4
0.151,2,1,0.0371,0.0882,75.676,3
0.558,8,1,0.0403,0.21,81.034,4
0.412,9,0,0.029,0.0975,75.302,4
0.509,2,1,0.0769,0.0854,161.916,4
0.629,9,0,0.0419,0.0893,105.42,4
0.502,3,0,0.0335,0.143,155.902,4
0.62,3,0,0.0565,0.061,167.996,4
0.488,1,0,0.108,0.911,90.058,4
0.741,7,0,0.0501,0.0886,109.016,4
0.344,9,1,0.0569,0.101,116.883,4
0.699,8,0,0.0737,0.0912,94.977,4
0.6,7,1,0.19,0.34,159.941,4
0.321,5,0,0.0804,0.0897,151.972,4
0.467,9,1,0.0433,0.124,109.555,4
0.861,6,0,0.0755,0.0534,122.008,4
0.571,11,0,0.483,0.383,128.062,4
0.309,0,1,0.0285,0.0938,82.638,4
0.747,1,1,0.0346,0.0964,93.804,4
0.688,7,1,0.0385,0.0989,116.912,3
0.201,1,1,0.0516,0.11,83.87,4
0.423,0,0,0.0695,0.133,154.756,4
0.586,4,1,0.05,0.0872,177.945,4
0.824,10,0,0.14,0.0857,122.858,4
0.463,5,1,0.0387,0.071,130.749,4
0.686,7,1,0.034,0.148,87.48,4
0.581,11,0,0.0925,0.0832,88.732,5
0.658,5,1,0.0393,0.368,124.91,4
0.393,4,0,0.0729,0.102,176.042,4
0.566,1,1,0.0328,0.109,126.109,3
0.332,8,1,0.0289,0.112,165.405,3
0.282,6,0,0.0294,0.103,103.929,4
0.534,0,1,0.0296,0.331,131.804,4
0.473,8,1,0.0321,0.0578,139.952,3
0.326,0,1,0.0419,0.0481,135.209,3
0.295,3,1,0.0566,0.15,124.728,4
0.786,7,1,0.286,0.12,80.0,4
0.442,11,1,0.0451,0.367,95.149,4
0.365,4,0,0.0786,0.751,136.133,4
0.516,5,1,0.0383,0.107,140.099,4
0.706,8,0,0.0326,0.585,139.982,4
0.591,2,1,0.0325,0.157,83.459,4
0.799,7,1,0.0723,0.0932,89.997,4
0.61,6,0,0.0333,0.13,98.454,4
0.79,6,0,0.0613,0.256,124.0,4
0.805,5,1,0.0602,0.1,101.641,3
0.587,10,1,0.0611,0.968,88.388,4
0.329,2,1,0.0447,0.295,173.677,4
0.497,9,1,0.0455,0.274,148.893,4
0.63,0,1,0.0434,0.177,108.038,3
0.48,4,1,0.0354,0.11,128.035,4
0.602,3,1,0.028,0.0982,151.912,4
0.813,6,1,0.103,0.163,82.997,4
0.457,1,1,0.032,0.146,102.961,4
0.409,10,0,0.0367,0.369,154.023,4
0.551,7,1,0.0286,0.202,77.066,4
0.409,11,1,0.0412,0.104,83.093,4
0.557,6,0,0.234,0.151,177.008,4
0.67,5,1,0.033,0.318,117.44,4
0.446,9,0,0.0276,0.166,108.464,4
0.458,2,1,0.0542,0.0935,114.551,3
0.473,7,0,0.0443,0.353,170.214,4
0.507,5,1,0.0278,0.225,99.843,4
0.441,1,1,0.0565,0.288,102.276,4
0.525,10,0,0.0394,0.109,134.138,4
0.499,8,0,0.0283,0.389,145.038,4
0.286,7,1,0.0905,0.0838,140.042,4
0.756,9,1,0.0763,0.0853,102.986,4
0.499,2,1,0.0554,0.0933,176.024,4
0.58,10,1,0.0347,0.193,99.954,4
0.549,5,1,0.0313,0.059,136.125,4
0.461,1,1,0.0295,0.0419,83.378,4
0.464,7,1,0.033,0.0611,95.852,4
0.245,0,1,0.0332,0.0939,71.915,4
0.537,11,1,0.0362,0.164,161.991,4
0.627,0,1,0.0572,0.179,145.014,4
0.771,0,1,0.0529,0.0448,119.987,4
0.292,2,1,0.0799,0.1,66.678,3
0.553,9,1,0.0292,0.0892,88.788,4
0.344,7,1,0.0458,0.0368,205.651,4
0.405,2,1,0.0298,0.129,80.75,4
0.414,4,1,0.0551,0.111,111.412,4
0.547,5,1,0.05,0.216,111.16,4
0.703,11,1,0.122,0.214,80.139,4
0.653,8,1,0.0278,0.097,118.016,4
0.477,11,0,0.144,0.107,79.882,4
0.806,0,1,0.0441,0.238,124.741,3
0.269,1,1,0.0409,0.131,80.556,5
0.481,9,1,0.0309,0.0723,62.67,4
0.537,5,1,0.0286,0.08,159.871,4
0.618,9,1,0.0456,0.167,91.455,4
0.769,11,1,0.216,0.0857,115.007,4
0.63,2,1,0.0284,0.268,95.999,4
0.686,4,1,0.119,0.163,99.978,4
0.576,7,1,0.0463,0.123,84.993,4
0.767,6,0,0.0911,0.194,131.992,4
0.703,11,1,0.0417,0.0973,150.96,4
0.545,7,0,0.0399,0.127,92.956,4
0.452,9,1,0.0613,0.0592,80.473,4
0.479,3,0,0.0464,0.275,144.147,4
0.72,1,1,0.124,0.157,102.071,4
0.325,2,1,0.0491,0.27,176.6,4
0.757,3,0,0.0323,0.129,115.01,4
0.421,7,1,0.0471,0.0971,134.346,4
0.635,5,1,0.0422,0.0622,109.021,4
0.494,0,0,0.036,0.114,126.26,4
0.745,7,0,0.0303,0.12,104.985,4
0.334,4,0,0.0576,0.0805,124.668,4
0.657,6,1,0.0749,0.0882,114.815,4
0.646,9,1,0.0976,0.267,89.99,4
0.725,7,1,0.077,0.0829,88.131,4
0.654,4,0,0.0288,0.165,114.623,4
0.421,1,1,0.117,0.0866,154.156,4
0.169,3,1,0.042,0.087,170.379,5
0.239,7,0,0.0388,0.122,71.608,3
0.607,11,1,0.0597,0.269,126.988,4
0.467,5,1,0.0302,0.223,173.891,3
0.566,4,1,0.0699,0.362,178.828,4
0.352,2,1,0.0398,0.396,109.16,1
0.561,8,1,0.343,0.246,129.98,4
0.487,1,0,0.0303,0.113,111.47,4
0.661,6,0,0.0578,0.086,94.045,4
0.471,8,1,0.038,0.229,182.323,4
0.353,3,1,0.0504,0.899,119.214,3
0.526,8,1,0.031,0.106,156.848,4
0.499,7,1,0.0495,0.129,167.075,4
0.373,7,1,0.214,0.162,197.973,3
0.838,4,0,0.113,0.0867,90.038,4
0.321,10,0,0.325,0.408,82.015,3
0.503,4,1,0.0279,0.0873,148.884,4
0.415,9,1,0.0347,0.111,136.065,4
0.723,7,0,0.0625,0.565,98.007,4
0.802,11,0,0.046,0.173,128.93,4
0.746,7,1,0.0708,0.132,94.459,4
0.527,1,0,0.062,0.0798,155.99,4
0.64,0,1,0.0706,0.0864,99.968,4
0.161,7,1,0.0432,0.203,136.038,1
0.587,8,1,0.0295,0.198,87.971,4
0.598,8,0,0.139,0.513,173.141,4
0.442,8,1,0.0941,0.0857,140.021,4
0.68,1,0,0.0376,0.174,111.969,4
0.375,9,0,0.0324,0.0984,75.993,3
0.708,6,0,0.0266,0.361,95.031,4
0.527,10,1,0.0359,0.113,111.15,4
0.659,10,0,0.062,0.0773,146.104,4
0.524,8,0,0.15,0.0974,139.949,4
0.566,1,1,0.262,0.114,193.979,4
0.46,2,1,0.0303,0.124,129.611,4
0.491,2,0,0.0287,0.382,92.919,4
0.515,2,1,0.0546,0.326,125.881,4
0.715,7,1,0.128,0.044,120.789,4
0.475,4,1,0.0529,0.104,123.144,4
0.658,2,1,0.0549,0.111,129.992,3
0.59,5,1,0.0452,0.116,87.996,4
0.611,0,1,0.0441,0.0846,132.983,4
0.534,9,1,0.035,0.0911,117.73,4
0.751,5,0,0.0872,0.0288,128.002,4
0.187,6,1,0.0362,0.109,67.144,4
0.672,4,0,0.0761,0.321,114.015,4
0.723,7,1,0.108,0.0451,91.017,4
0.755,2,0,0.142,0.289,120.028,4
0.544,1,1,0.0353,0.719,110.754,4
0.523,11,0,0.0404,0.109,132.071,4
0.598,8,1,0.0404,0.0704,123.855,4
0.872,0,1,0.155,0.214,98.985,4
0.394,8,1,0.0627,0.0747,203.918,4
0.473,9,1,0.0456,0.0525,146.975,4
0.662,0,1,0.0334,0.114,131.0,4
0.546,5,1,0.0293,0.11,89.229,3
0.53,7,1,0.0475,0.137,92.249,4
0.574,2,1,0.0507,0.11,154.042,4
0.525,5,0,0.0878,0.362,147.997,4
0.286,6,1,0.0312,0.32,142.538,4
0.603,10,1,0.0712,0.111,118.893,4
0.363,6,0,0.0526,0.103,70.071,3
0.615,4,0,0.0798,0.113,130.919,4
0.484,11,0,0.0327,0.436,142.165,4
0.698,0,1,0.0404,0.149,92.996,4
0.476,7,1,0.0495,0.0771,125.757,4
0.539,6,1,0.0436,0.117,118.106,4
0.659,1,0,0.0388,0.166,122.013,4
0.517,5,1,0.0421,0.118,80.401,4
0.692,7,0,0.0379,0.178,141.735,4
0.604,7,0,0.0467,0.118,95.992,4
0.367,5,1,0.232,0.113,135.15,4
0.168,8,1,0.0404,0.068,78.043,3
0.718,9,1,0.0452,0.131,123.128,3
0.594,7,1,0.0305,0.0559,134.097,4
0.463,9,1,0.0496,0.119,161.927,4
0.302,7,0,0.05,0.122,101.106,4
0.433,11,1,0.163,0.102,80.623,4
0.373,0,1,0.0565,0.669,168.21,4
0.474,5,1,0.0282,0.133,94.2,4
0.485,0,0,0.0525,0.124,153.055,4
0.642,4,0,0.0306,0.103,97.465,4
0.514,1,1,0.032,0.205,95.718,4
0.593,1,1,0.0307,0.0998,142.881,4
0.641,2,1,0.0786,0.0862,146.078,4
0.317,4,0,0.0351,0.17,111.004,4
0.585,4,0,0.0366,0.656,129.985,4
0.611,0,1,0.0441,0.0846,132.983,4
0.566,2,1,0.1,0.114,178.113,4
0.777,5,1,0.0467,0.132,109.992,4
0.391,2,1,0.0436,0.143,126.544,4
0.39,10,1,0.0644,0.302,151.944,4
0.291,4,0,0.0462,0.0581,69.143,5
0.674,3,0,0.0477,0.068,123.016,4
0.549,2,0,0.0447,0.109,93.965,4
0.926,1,1,0.254,0.031,100.037,4
0.615,7,1,0.0621,0.0906,89.09,4
0.385,0,1,0.0298,0.208,95.462,3
0.708,9,0,0.035,0.15,130.071,4
0.62,1,1,0.0389,0.21,135.04,4
0.493,0,1,0.0299,0.209,144.704,4
0.849,7,0,0.0344,0.284,108.681,4
0.724,11,0,0.0646,0.0995,133.509,4
0.702,6,0,0.0601,0.0674,102.977,4
0.619,1,0,0.33,0.314,123.003,4
